ccn,hospital_name,state,previous_status,disposition,issue,next_step,pointer_url,pointer_status,pointer_checked_at,pointer_declared_url,mrf_url,mrf_status,mrf_final_url,identity,identity_basis,header_name,header_location,header_state,date,version,metadata,file_checked_at,pointer_sha256,file_sha256,adjudicated,note
251307,NOXUBEE GENERAL CRITICAL ACCESS HOSP,MS,identity-or-format-review,publisher-issue,declared-update-date-over-365-days,"Publisher inquiry with the recorded file URL, declared date and response hash; recheck after their update window",https://a27d8bef-da4e-4fa0-9e3b-83c28b7fb454.usrfiles.com/ugd/a27d8b_6e61b042ac8e45d18f7bb55ad253b593.txt,206,2026-09-09T10:08:06.328Z,,https://a27d8bef-da4e-4fa0-9e3b-83c28b7fb454.usrfiles.com/ugd/a27d8b_9d82b0e8a9ae4bb59d292b04e35ec2f1.csv,206,https://a27d8bef-da4e-4fa0-9e3b-83c28b7fb454.usrfiles.com/ugd/a27d8b_9d82b0e8a9ae4bb59d292b04e35ec2f1.csv,corroborated-adjudicated,renamed-facility-pointer-label-and-roster-address,Noxubee General Hospital,Noxubee General Hospital,MS,2024-11-01,2.0.0,date-over-365-days,2026-09-09T10:08:06.569Z,07acc8e6390c6471e0b9b41b8513fd39c3c909d8a8c4d2192650ae744b94c21f,26ebb66cfda6159bfd4e2eb49684b79ffa0965adc19783afac4bf744fb034479,renamed-facility-pointer-label-and-roster-address,Same declared date 2024-11-01 observed again after the earlier check (2026-09-09T02:28:37.038Z).
251316,OCHSNER WATKINS HOSPITAL,MS,identity-or-format-review,publisher-issue,file-declares-conflicting-license-state,Publisher inquiry: ask the facility to correct the license_state field in the file header; recheck on their update,https://www.ochsner.org/cms-hpt.txt,206,2026-09-09T11:36:46.164Z,,https://ochsner-craft.s3.amazonaws.com/core/640345119_rush-medical-foundation_standardcharges.csv_2026-03-26-190513_txgc.csv,206,https://ochsner-craft.s3.amazonaws.com/core/640345119_rush-medical-foundation_standardcharges.csv_2026-03-26-190513_txgc.csv,license-state-conflict,exact-name-and-address-with-conflicting-license-state,Rush Medical Foundation,Ochsner Watkins Hospital,LA,2026-04-01,3.0.0,,2026-09-09T10:08:06.744Z,15fe42c1275ca42c1611e524231948f78cf03843eacc03759c1a500459d65477,e554dd5e323c3efef1d05bc9862690c0ec50af34063f829963123979ff88f728,,File header declares license state LA while the roster state is MS; the name and address match the roster exactly and the official pointer lists the file.
251317,SIMPSON GENERAL HOSPITAL CAH,MS,identity-or-format-review,publisher-issue,declared-update-date-over-365-days,"Publisher inquiry with the recorded file URL, declared date and response hash; recheck after their update window",https://simpsongeneral.com/cms-hpt.txt,206,2026-09-09T10:08:06.587Z,,https://apps.para-hcfs.com/PTT/FinalLinks/Reports.aspx?dbName=dbSGHMENDENHALLMS&type=CDMWithoutLabel&fileType=CSV,200,https://apps.para-hcfs.com/PTT/FinalLinks/Reports.aspx?dbName=dbSGHMENDENHALLMS&type=CDMWithoutLabel&fileType=CSV,corroborated-adjudicated,renamed-facility-pointer-label-and-roster-address,SIMPSON COMMUNITY HEALTHCARE INC,SIMPSON COMMUNITY HEALTHCARE INC,MS,2025-04-30,3.0.0,date-over-365-days,2026-09-09T10:08:07.316Z,80205a2cfeb9e64480b531a9f8d63780b70628b938a4976c3b53252f2de0e89f,b2cc8f5c7d81b2a6c980ed90bd994573af4bc2682f5460b2b26141344b546bb4,renamed-facility-pointer-label-and-roster-address,Same declared date 2025-04-30 observed again after the earlier check (2026-09-09T02:30:25.410Z).
251322,OCHSNER LAIRD HOSPITAL,MS,identity-or-format-review,publisher-issue,file-declares-conflicting-license-state,Publisher inquiry: ask the facility to correct the license_state field in the file header; recheck on their update,https://www.ochsner.org/cms-hpt.txt,206,2026-09-09T11:36:46.164Z,,https://ochsner-craft.s3.amazonaws.com/core/201835779_laird-hospital-inc._standardcharges.csv_2026-03-26-184539_copb.csv,206,https://ochsner-craft.s3.amazonaws.com/core/201835779_laird-hospital-inc._standardcharges.csv_2026-03-26-184539_copb.csv,license-state-conflict,exact-name-and-address-with-conflicting-license-state,"Laird Hospital, Inc.",Ochsner Laird Hospital ,LA,2026-04-01,3.0.0,,2026-09-09T10:08:07.551Z,15fe42c1275ca42c1611e524231948f78cf03843eacc03759c1a500459d65477,087f76dc9630c497d3ed7c5dc3d07b833367105b3cfddbb975b4c0a53381cdfe,,File header declares license state LA while the roster state is MS; the name and address match the roster exactly and the official pointer lists the file.
251337,TIPPAH COUNTY HOSPITAL,MS,publisher-date-review,publisher-issue,automated-file-access-denied,"Browser download attempt, then publisher whitelist request with the recorded denial evidence",https://tippahcountyhospital.com/cms-hpt.txt,403,2026-09-09T10:08:07.254Z,,https://www.tippahcountyhospital.com/assets/Uploads/646001350_tippah-county-hospital_standardcharges.csv?vid=3,403,,,,,,,,,,2026-09-09T10:08:07.340Z,,,,Automated retrieval denied while the earlier pass corroborated facility identity from this URL; not evidence of a missing file.
260025,HANNIBAL REGIONAL HOSPITAL,MO,pointer-or-domain-review,publisher-issue,pointer-declared-file-404,Publisher inquiry to restore or replace the declared file; recheck after their update window,https://www.hannibalregional.org/cms-hpt.txt,206,2026-09-09T10:08:18.800Z,,https://sthpiprd.blob.core.windows.net/machine-readable-files/8042/430662495_hannibal-regional-hospital_standardcharges.csv,404,,,,,,,,,,2026-09-09T10:08:07.522Z,cb5ac393b9092b9af481b5751dc7cfa64a5ef30b4efa66a7e1fcb71664e72670,,,The official pointer declares this file URL and it returns 404 on repeated checks; reproducible broken link.
260061,NEVADA REGIONAL MEDICAL CENTER,MO,publisher-date-review,publisher-issue,declared-update-date-over-365-days,"Publisher inquiry with the recorded file URL, declared date and response hash; recheck after their update window",https://irp.cdn-website.com/5b92682e/files/uploaded/cms-hpt-4ab8d9db.txt,206,2026-09-09T10:08:07.470Z,,https://www.nrmchealth.com/pricing-transparency-mrf-url,206,https://irp.cdn-website.com/5b92682e/files/uploaded/446000696_nevada-city-hospital_standardcharges-a9cfb963.csv,corroborated,file-name-and-address,Nevada City Hospital,Nevada Regional Medical Center,MO,2025-01-14,2.0.0,date-over-365-days,2026-09-09T10:08:20.332Z,57d00ae6d94e828d3f6975a60a0e90c5698c64405188ebdf046962321e1e0d98,f39397ec57a8b69f602b6313a8eb5a16c9eca06654739cc149ef3ab7e6bd8f92,,Same declared date 2025-01-14 observed again after the earlier check (2026-09-09T01:49:09.630Z).
260097,WESTERN MISSOURI MEDICAL CENTER,MO,publisher-date-review,publisher-issue,declared-update-date-over-365-days,"Publisher inquiry with the recorded file URL, declared date and response hash; recheck after their update window",https://wmmc.com/cms-hpt.txt,200,2026-09-09T10:08:18.568Z,,https://wmmc.com/wp-content/uploads/2024/11/440665266_western-missouri-medical-center_standardcharges.csv,206,https://wmmc.com/wp-content/uploads/2024/11/440665266_western-missouri-medical-center_standardcharges.csv,corroborated,file-name-and-address,Western Missouri Medical Center,Western Missouri Medical Center,MO,2024-12-01,2.2.0,date-over-365-days,2026-09-09T10:08:21.963Z,aa8c870e4c210660c3a857dfc0c6a448e33fe616d54bec078cefb141de7847ba,c7b0f74dd3ea065b8bf5fe778030a830492ddeea10352e00ac7846cbd02d2ce0,,Same declared date 2024-12-01 observed again after the earlier check (2026-09-09T01:49:09.923Z).
260137,FREEMAN HEALTH SYSTEM - FREEMAN WEST,MO,publisher-date-review,publisher-issue,declared-update-date-over-365-days,"Publisher inquiry with the recorded file URL, declared date and response hash; recheck after their update window",https://www.freemanhealth.com/sites/default/files/cms0-hpt.txt,206,2026-09-09T10:08:19.355Z,,https://url.us.m.mimecastprotect.com/s/nm_sC4xqW3t9DBojSxhJf4d1dX?domain=hospitalpricedisclosure.com,206,https://cleverleypteusstatic.blob.core.windows.net/readable/431704371_freeman-health-system---freeman-west_standardcharges.json,corroborated,file-name-and-address,Freeman Health System - Freeman West,Freeman Health System - Freeman West|East Campus Freeman Hospital|East Campus Freeman Hospital Acute Rehab|East Campus Freeman Hospital Geriatric Psych|East Campus Freeman Hospital Psych|West Campus Freeman Hospital,MO,2025-05-01,2.2.0,date-over-365-days,2026-09-09T10:38:01.420Z,68db79b55bd321c09bbf4ec1500de2b8e11a3decae74e599d1df8024bb165dde,c9bee501f46ec5d38074d6e96e94fad6ff1ee02b7e5671908b42c4f5db14ef4d,,Same declared date 2025-05-01 observed again after the earlier check (2026-09-09T02:30:50.448Z).
261302,MADISON MEDICAL CENTER,MO,publisher-date-review,publisher-issue,automated-file-access-denied,"Browser download attempt, then publisher whitelist request with the recorded denial evidence",https://madisonmedicalcenter.net/cms-hpt.txt,403,2026-09-09T10:08:18.933Z,,https://madisonmedicalcenter.net/431445493_Madison%20Medical%20Center_standardcharges.json,403,,,,,,,,,,2026-09-09T10:08:19.065Z,,,,Automated retrieval denied while the earlier pass corroborated facility identity from this URL; not evidence of a missing file.
261307,PERSHING MEMORIAL HOSPITAL,MO,publisher-date-review,publisher-issue,declared-update-date-over-365-days,"Publisher inquiry with the recorded file URL, declared date and response hash; recheck after their update window",https://phsmo.org/cms-hpt.txt,200,2026-09-09T10:08:19.554Z,,https://hospitalpricetransparencyfiles.com/general-john-j-pershing-memorial-hospital-association/430715842_General-John-J-Pershing-Memorial-Hospital-Association_standardcharges.csv,206,https://hospitalpricetransparencyfiles.com/general-john-j-pershing-memorial-hospital-association/430715842_General-John-J-Pershing-Memorial-Hospital-Association_standardcharges.csv,corroborated,file-name-and-address,General John J Pershing Memorial Hospital Association,Pershing Memorial Hospital,MO,2025-06-13,3.0.0,date-over-365-days,2026-09-09T10:08:20.907Z,7f0a1a05eb3802ae00db2b1ed514c45292e422a921fd522c63a885477d16a481,430478d74738afdaefa861b32674f8be00563da2a28b3755a74f9c8c8231da3d,,Same declared date 2025-06-13 observed again after the earlier check (2026-09-09T01:49:09.772Z).
261331,FREEMAN NEOSHO HOSPITAL,MO,pointer-or-domain-review,publisher-issue,declared-update-date-over-365-days,"Publisher inquiry with the recorded file URL, declared date and response hash; recheck after their update window",https://www.freemanhealth.com/sites/default/files/cms0-hpt.txt,206,2026-09-09T10:08:19.355Z,,https://url.us.m.mimecastprotect.com/s/32rHC5yrA4hpXZvntyi3fkJCbs?domain=hospitalpricedisclosure.com,206,https://cleverleypteusstatic.blob.core.windows.net/readable/431240629_freeman-neosho-hospital_standardcharges.json,corroborated,file-name-and-address,Freeman Neosho Hospital,Freeman Neosho Hospital|Neosho Hospital Inpatient Critical Access|Neosho Hospital Swing Bed,MO,2025-05-01,2.2.0,date-over-365-days,2026-09-09T10:09:05.938Z,68db79b55bd321c09bbf4ec1500de2b8e11a3decae74e599d1df8024bb165dde,2193cb808f6e75ea3924e9b2a204854bd2236e98210650ec1ef9490e2c2671bc,,Declared date over 365 days at check time.
270057,BOZEMAN HEALTH DEACONESS HOSPITAL,MT,identity-or-format-review,publisher-issue,declared-update-date-over-365-days,"Publisher inquiry with the recorded file URL, declared date and response hash; recheck after their update window",https://bozemanhealth.org/cms-hpt.txt,206,2026-09-09T10:37:43.995Z,,https://bozemanhealth.org/wp-content/uploads/2025/01/01/474717998_deaconess-regional-medical-center_standardcharges.json,206,https://bozemanhealth.org/wp-content/uploads/2025/01/01/474717998_deaconess-regional-medical-center_standardcharges.json,corroborated-adjudicated,renamed-facility-pointer-label-and-roster-address,Deaconess Regional Medical Center,Deaconess Regional Medical Center,MT,2024-11-19,2.2.0,date-over-365-days,2026-09-09T10:08:41.771Z,79098aa3edfa01f7b6377984fa5b0cb11f555a55d345e0e5b5a0e7af72a4b057,eeda8bd559b40879b6a784dfc686b12c131cfa3465e0c019cb829de3595dad07,renamed-facility-pointer-label-and-roster-address,Same declared date 2024-11-19 observed again after the earlier check (2026-09-09T02:29:08.703Z).
271331,MINERAL COMMUNITY HOSPITAL,MT,identity-or-format-review,publisher-issue,declared-update-date-over-365-days,"Publisher inquiry with the recorded file URL, declared date and response hash; recheck after their update window",https://mineralcommunityhospital.com/cms-hpt.txt,200,2026-09-09T10:08:38.811Z,,https://mineralcommunityhospital.com/wp-content/uploads/2025/04/810421823_Mineral-Community-Hospital_standardcharges07.2024-3.csv,206,https://mineralcommunityhospital.com/wp-content/uploads/2025/04/810421823_Mineral-Community-Hospital_standardcharges07.2024-3.csv,corroborated,file-name-and-address,Mineral Community Hospital,Mineral Community Hospital,MT,2024-07-01,2.0.0,date-over-365-days,2026-09-09T10:08:39.886Z,68931eb7dc6b67b6c5590ed8d18ebc3997ad7b54e57d186ad77cd82b414d4e17,b5f58ac56c41d89c02284fafe00c036ecdea48d6f7164c4387783faef7fba129,,Same declared date 2024-07-01 observed again after the earlier check (2026-09-09T02:29:09.624Z).
271389,BOZEMAN HEALTH BIG SKY MEDICAL CENTER,MT,publisher-date-review,publisher-issue,declared-update-date-over-365-days,"Publisher inquiry with the recorded file URL, declared date and response hash; recheck after their update window",https://bozemanhealth.org/cms-hpt.txt,206,2026-09-09T10:37:43.995Z,,https://bozemanhealth.org/wp-content/uploads/2025/01/01/474718253_big-sky-medical-center_standardcharges.json,206,https://bozemanhealth.org/wp-content/uploads/2025/01/01/474718253_big-sky-medical-center_standardcharges.json,corroborated,file-name-and-address,Big Sky Medical Center,Big Sky Medical Center,MT,2024-11-19,2.2.0,date-over-365-days,2026-09-09T10:08:58.282Z,79098aa3edfa01f7b6377984fa5b0cb11f555a55d345e0e5b5a0e7af72a4b057,b8d2bc7e3c8c48805fe3547c67e1864d6148dd7cf4702d42b3eb9049bdaf40c4,,Same declared date 2024-11-19 observed again after the earlier check (2026-09-09T01:49:11.101Z).
281329,AVERA ST ANTHONY'S HOSPITAL,NE,pointer-or-domain-review,publisher-issue,template-version-unrecognized,Publisher inquiry: confirm which CMS data dictionary version the file implements; recheck on their reply,http://www.avera.org/cms-hpt.txt,403,2026-09-09T10:07:29.048Z,,https://www.avera.org/app/files/public/2ee985f1-c8f5-4aff-9e24-196f8b6c838b/470463911_avera-st-anthonys-hospital_standardcharges.csv,206,https://www.avera.org/app/files/public/2ee985f1-c8f5-4aff-9e24-196f8b6c838b/470463911_avera-st-anthonys-hospital_standardcharges.csv,corroborated,file-name-and-address,Avera St. Anthony's Hospital,Avera St. Anthony's,NE,2026-04-01,4.0.0,date-within-365-days-version-unverified,2026-09-09T13:11:15.250Z,,c40a0eed99c68f172e816b9ab8cdab2ad501470b2cb1b5c7fe40af1cf2c108a5,,Declared template version 4.0.0 is not a recognized CMS data dictionary version; facility identity and the 2026-04-01 update date are corroborated via browser retrieval.
281357,SIDNEY REGIONAL MEDICAL CENTER,NE,file-access-review,publisher-issue,pointer-declared-file-404,Publisher inquiry to restore or replace the declared file; recheck after their update window,http://www.sidneyrmc.com/cms-hpt.txt,200,2026-09-09T10:08:41.854Z,,https://sthpiprd.blob.core.windows.net/machine-readable-files/8186/470408242_sidney-regional-medical-center_standardcharges.csv,404,,,,,,,,,,2026-09-09T10:08:41.692Z,3e250deb3fad2ada16765197b6984ed5079ba8bee920c852ad2ccaa005e55de8,,,The official pointer declares this file URL and it returns 404 on repeated checks; reproducible broken link.
290003,SUNRISE HOSPITAL AND MEDICAL CENTER,NV,publisher-date-review,publisher-issue,declared-update-date-over-365-days,"Publisher inquiry with the recorded file URL, declared date and response hash; recheck after their update window",https://sunrisehospital.com/cms-hpt.txt,200,2026-09-09T10:08:42.042Z,,https://core.secure.ehc.com/src/util/json-detail-price-list/62-1762537_sunrise-hospital-and-medical-center_standardcharges.json,206,https://core.secure.ehc.com/src/util/json-detail-price-list/62-1762537_sunrise-hospital-and-medical-center_standardcharges.json,corroborated,file-name-and-address,SUNRISE HOSPITAL AND MEDICAL CENTER,SUNRISE HOSPITAL AND MEDICAL CENTER|SLS - SUNRISE HOSPITAL AND MC|SLS - MOUNTAINVIEW HOSPITAL|SLS - SOUTHERN HILLS AND MC LV|SUNRISE BURN|SOUTHERN HILLS CRITICAL CARE ASSOCIATES|MOUNTAINVIEW CRITICAL CARE ASSOCIATES|NEVADA CARDIOVASCULAR AND THORACIC INST|MOUNTAINVIEW PMANDR|LAS VEGAS HEART ASSOCIATES|SARAH CANNON BMT CLINIC AT MVH|COLON AND RECTAL SURGERY OF LAS VEGAS|NEVADA NEUROSCIENCES INSTITUTE|NEUROSCIENCES INPATIENT SERVICES|MOUNTAINVIEW MEDICAL ASSOCIATES|MOUNTAINVIEW CARDIOVASCULAR ANDTHORACIC,NV,2024-10-01,2.2.0,date-over-365-days,2026-09-09T10:08:42.673Z,e36d35851e6ad151a0bde6701866a577b25032ae9363ddca36fdcc02860f4aa3,1e6de8b7166d47c4c5cb4e8c102d7da9532a1c75df149162f68168aa0ff14781,,Same declared date 2024-10-01 observed again after the earlier check (2026-09-09T01:49:49.993Z).
290039,MOUNTAINVIEW HOSPITAL,NV,publisher-date-review,publisher-issue,declared-update-date-over-365-days,"Publisher inquiry with the recorded file URL, declared date and response hash; recheck after their update window",https://mountainview-hospital.com/cms-hpt.txt,200,2026-09-09T10:08:42.146Z,,https://core.secure.ehc.com/src/util/json-detail-price-list/62-1600397_mountainview-hospital-and-medical-center_standardcharges.json,206,https://core.secure.ehc.com/src/util/json-detail-price-list/62-1600397_mountainview-hospital-and-medical-center_standardcharges.json,corroborated,exact-pointer-name-and-file-address,MOUNTAINVIEW HOSPITAL AND MEDICAL CENTER,MOUNTAINVIEW HOSPITAL AND MEDICAL CENTER|ER AT ALIANTE|ER AT BOULDER'S EDGE|ER AT SKYE CANYON,NV,2024-10-01,2.2.0,date-over-365-days,2026-09-09T10:08:43.305Z,2f5da0507b9fd075f65debdd7ac437fd6494440612bbe2cfde122b3d194be018,46b8f2e5e5232163834f1ced772c135f3d9ff37228ad3e8c83e25b1986ef9290,,Same declared date 2024-10-01 observed again after the earlier check (2026-09-09T02:29:09.813Z).
291303,BATTLE MOUNTAIN GENERAL HOSPITAL,NV,publisher-template-review,publisher-issue,template-version-older-than-3,Publisher inquiry about the declared template version; recheck after their update window,https://bmgh.org/cms-hpt.txt,206,2026-09-09T10:08:42.196Z,,https://bmgh.org/resources/public-pricing/880186024_BattleMountainGeneralHospital_standardcharges-2026.csv,206,https://bmgh.org/resources/public-pricing/880186024_BattleMountainGeneralHospital_standardcharges-2026.csv,corroborated,file-name-and-address,Battle Mountain General Hospital,Battle Mountain General Hospital,NV,2026-01-05,2.0.0,date-within-365-days-older-version,2026-09-09T10:08:43.046Z,163068a61dfbd0414c3c9187948f8f60cf80ff1621afa14fc6dee5febb969401,ba2ae2fe4d119f184363944ceec698e305b249db4c463102a28ace48559e644a,,Declared version 2.0.0 with a current date; publisher has not adopted the current CMS dictionary.
291309,BOULDER CITY HOSPITAL,NV,publisher-template-review,publisher-issue,template-version-older-than-3,Publisher inquiry about the declared template version; recheck after their update window,https://bchcares.org/cms-hpt.txt,200,2026-09-09T10:08:42.584Z,,https://bchcares.org/880065829_boulder-city-hospital_standard-charges.csv,206,https://bchcares.org/880065829_boulder-city-hospital_standard-charges.csv,corroborated,file-name-and-address,Boulder City  Hospital,Boulder City Hospital,NV,2025-09-30,2.0.0,date-within-365-days-older-version,2026-09-09T10:08:43.161Z,1b9d3fdaa8d7ff11bfd0f7bc8933ce9905db13138c501f5d86d6d1d92347bc3f,aedb08b8c71a1f785917f248040f4600b83561174480239a72176454f89a7af5,,Declared version 2.0.0 with a current date; publisher has not adopted the current CMS dictionary.
310008,HOLY NAME MEDICAL CENTER,NJ,identity-or-format-review,publisher-issue,file-published-no-machine-pointer,Publisher inquiry: ask the facility to publish a machine-readable pointer (cms-hpt.txt) alongside the file; the file itself is already verified,https://holyname.org/cms-hpt.txt,206,2026-09-09T10:08:43.437Z,,https://holyname.org/HospitalCharges/resources/221487322_holy-name_standardcharges.csv,206,https://holyname.org/HospitalCharges/resources/221487322_holy-name_standardcharges.csv,corroborated,file-name-and-address,Holy Name,Holy Name Medical Center,NJ,2025-11-10,3.0.0,date-within-365-days-version-3,2026-09-09T16:09:00.068Z,1c73636f463ece978eff44b849cbf64cbda3b42ca60c85e753b9ddd6ad41fd51,c9faef6f4faa45b72f8e837be8ad7f66357d6aee6e8ba762be4032e69c94f0ac,,"File served on the facility's own site is current (2025-11-10, version 3.0.0) and its header matches the roster facility, but no machine-readable pointer declares it."
310070,SAINT PETER'S UNIVERSITY HOSPITAL,NJ,publisher-template-review,publisher-issue,template-version-older-than-3,Publisher inquiry about the declared template version; recheck after their update window,https://www.saintpetershcs.com/cms-hpt.txt,200,2026-09-09T10:09:06.088Z,,https://www.saintpetershcs.com/getmedia/0238f139-9e06-434b-a0ed-5d387f0e892e/221487330_Saint-Peters-University-Hospital_standard-charges_1.csv,206,https://www.saintpetershcs.com/getmedia/0238f139-9e06-434b-a0ed-5d387f0e892e/221487330_Saint-Peters-University-Hospital_standard-charges_1.csv,corroborated,file-name-and-address,Saint Peters University Hospital,Saint Peters University Hospital,NJ,2025-11-19,2.0.0,date-within-365-days-older-version,2026-09-09T10:09:07.483Z,c26888e9f3be0bbdba3f1cdcfe0ac3f3e1c666a7bc95cb9cee662d2e7ae21b38,bd1f71b424540ac8b8a7b851e9910e953350a757e867f27dd54cd30fbb211dcd,,Declared version 2.0.0 with a current date; publisher has not adopted the current CMS dictionary.
330006,ST JOSEPH'S MEDICAL CENTER,NY,file-access-review,publisher-issue,pointer-declared-file-404,Publisher inquiry to restore or replace the declared file; recheck after their update window,https://search.hospitalpriceindex.com/100287/cms-hpt.txt,206,2026-09-09T10:09:06.843Z,,"https://sthpiprd.blob.core.windows.net/machine-readable-files/100287/131740127_st-joseph's-hospital,-yonkers_standardcharges.csv",404,,,,,,,,,,2026-09-09T10:09:06.646Z,6929ff241b93076c656fc0d2532b20e7a3948c4284fbe65cf2c53ca99d1de364,,,The official pointer declares this file URL and it returns 404 on repeated checks; reproducible broken link.
330027,NASSAU UNIVERSITY MEDICAL CENTER,NY,publisher-template-review,publisher-issue,template-version-older-than-3,Publisher inquiry about the declared template version; recheck after their update window,https://numc.edu/cms-hpt.txt,403,2026-09-09T10:09:07.502Z,,https://sthpiprd.blob.core.windows.net/machine-readable-files/13384/113465690-1801857172_nassau-health-care-corporation_standardcharges.csv,206,https://sthpiprd.blob.core.windows.net/machine-readable-files/13384/113465690-1801857172_nassau-health-care-corporation_standardcharges.csv,corroborated,file-name-and-address, Nassau Health Care Corporation,Nassau University Medical Center,NY,2025-10-28,2.0.0,date-within-365-days-older-version,2026-09-09T10:09:07.918Z,,1f98fe5a8d96a637bd3177ca1a44faa1cf6b8aa2b47f57e276be1081683a18b7,,Declared version 2.0.0 with a current date; publisher has not adopted the current CMS dictionary.
330235,AUBURN  COMMUNITY  HOSPITAL,NY,publisher-date-review,publisher-issue,declared-update-date-over-365-days,"Publisher inquiry with the recorded file URL, declared date and response hash; recheck after their update window",https://www.auburnhospital.org/cms-hpt.txt,206,2026-09-09T10:09:08.247Z,,https://www.auburnhospital.org/wp-content/uploads/2025/01/150532054_auburn-community-hospital_standardcharges-2.zip,206,https://www.auburnhospital.org/wp-content/uploads/2025/01/150532054_auburn-community-hospital_standardcharges-2.zip,corroborated,file-name-and-address,AUBURN COMMUNITY HOSPITAL,AUBURN COMMUNITY HOSPITAL|AUBURN COMMUNITY HOSPITAL,NY,2025-01-19,2.0.0,date-over-365-days,2026-09-09T10:09:08.421Z,a61383df0f2dc52713a6ab058a0d5e99a15580cfd8cc9ecc5634472f6a3ac33d,320d7dec176144fe152f92f5182f72391a585c3d283c57b7f2f287f03017a9f9,,Same declared date 2025-01-19 observed again after the earlier check (2026-09-09T01:49:50.514Z).
330276,NATHAN LITTAUER HOSPITAL,NY,publisher-template-review,publisher-issue,template-version-older-than-3,Publisher inquiry about the declared template version; recheck after their update window,https://nlh.org/cms-hpt.txt,206,2026-09-09T10:09:19.706Z,,https://www.nlh.org/wp-content/uploads/2026/04/1336145168_nathanlittauerhospital_standardcharges.csv,206,https://www.nlh.org/wp-content/uploads/2026/04/1336145168_nathanlittauerhospital_standardcharges.csv,corroborated,file-name-and-address,NATHAN LITTAUER HOSPITAL ASSOCIATION,NATHAN LITTAUER HOSPITAL ASSOCIATION,NY,2026-03-04,2.0.0,date-within-365-days-older-version,2026-09-09T10:37:58.675Z,d4c057e17436b4af9329218cec39b22b043fd85bc3c96550a3eca18f993b8933,69643fd776feb56ae1c6d6eb9f7ca5289ca922cc892ccf3a019b817e686d66bf,,Declared version 2.0.0 with a current date; publisher has not adopted the current CMS dictionary.
330405,HELEN HAYES HOSPITAL,NY,publisher-date-review,publisher-issue,declared-update-date-over-365-days,"Publisher inquiry with the recorded file URL, declared date and response hash; recheck after their update window",https://helenhayeshospital.org/cms-hpt.txt,206,2026-09-09T10:37:58.429Z,,https://shop.helenhayeshosp.org/00-0432000_Helen-Hayes-Hospital_standardcharges.csv,206,https://shop.helenhayeshosp.org/00-0432000_Helen-Hayes-Hospital_standardcharges.csv,corroborated,file-name-and-address,Helen Hayes Hospital,West Haverstraw,NY,2024-07-01,1.0.0,date-over-365-days,2026-09-09T10:37:59.055Z,46254319e1365267ca250a16963484de3336768bce6743ddc63aa940cbdd8c64,5be15e9fa8a3d8b30c68fc667a7ea57fc3864efc4ce17adcb0b13a50edcb1a31,,Same declared date 2024-07-01 observed again after the earlier check (2026-09-09T01:49:50.996Z).
333301,BLYTHEDALE CHILDREN'S HOSPITAL,NY,file-access-review,publisher-issue,pointer-declared-file-404,Publisher inquiry to restore or replace the declared file; recheck after their update window,https://www.blythedale.org/cms-hpt.txt,206,2026-09-09T10:09:19.992Z,,https://www.blythedale.org/documents/13-1739922blythedale-childrens-hospitalstandardchargescsv,404,https://www.blythedale.org/documents/13-1739922blythedale-children-s-hospitalstandardcharges,corroborated,file-name-and-address,Blythedale Children's Hospital,Blythedale Children's Hospital,NY,2026-03-01,3.0.0,date-within-365-days-version-3,2026-09-09T10:47:21.924Z,c060db667035742a74a898d26ffae113c69990dc23d8fbb959c7386b0e6c90d3,c1286b755e69fd66ce0ed20ea17d0d728ffc160a5a312ea3819854c347387ed2,,The official pointer declares this file URL and it returns 404 on repeated checks; reproducible broken link.
334022,BRYLIN HOSP,NY,publisher-template-review,publisher-issue,template-version-older-than-3,Publisher inquiry about the declared template version; recheck after their update window,https://brylin.com/cms-hpt.txt,206,2026-09-09T10:09:19.859Z,,https://www.brylin.com/wp-content/uploads/2025/10/16-1163586_BryLin-Hospitals-Inc_standardcharges.csv,206,https://www.brylin.com/wp-content/uploads/2025/10/16-1163586_BryLin-Hospitals-Inc_standardcharges.csv,corroborated,file-name-and-address,"Brylin Hospitals, Inc.",BryLin Hospital,NY,2025-10-15,1.0.0,date-within-365-days-older-version,2026-09-09T10:09:20.031Z,3d74089425ccd8fb0b3986f1c7cc8271ea337a34643464ab6eaefa02ae027aa6,e5a08bc09e48fc62aef55cf5af26886df17b260ae5d3ac878bc605ab1d353f8b,,Declared version 1.0.0 with a current date; publisher has not adopted the current CMS dictionary.
340068,COLUMBUS REGIONAL HEALTHCARE SYSTEM,NC,publisher-date-review,publisher-issue,declared-update-date-over-365-days,"Publisher inquiry with the recorded file URL, declared date and response hash; recheck after their update window",https://crhealthcare.org/cms-hpt.txt,206,2026-09-09T10:09:32.369Z,,"https://sthpiprd.blob.core.windows.net/machine-readable-files/11292/560538020_columbus-regional-healthcare-system,-inc_standardcharges.csv",206,"https://sthpiprd.blob.core.windows.net/machine-readable-files/11292/560538020_columbus-regional-healthcare-system,-inc_standardcharges.csv",corroborated,file-name-and-address,"Columbus Regional Healthcare System, Inc",Columbus Regional Healthcare System,NC,2025-09-01,3.0.0,date-over-365-days,2026-09-09T10:09:33.256Z,3bda9db2377d1934f86468a12e343d2c1ba563073b0454d991d9afc2ef3f531f,2107ffee73c5da8a43b672e32d615b50cc3c399862388cfb1eee9c0e1720fcfb,,Same declared date 2025-09-01 observed again after the earlier check (2026-09-09T01:49:12.656Z).
