ccn,hospital_name,state,issue,subject,body,contact,send_status
We maintain an independent review of hospital price-transparency files. The file at https://ochsner-craft.s3.amazonaws.com/core/822869576_ochsner-medical-center-%E2%80%93-hancock-llc_standardcharges.csv_2026-03-26-181953_akak.csv declares license state LA while your CMS enrollment lists MS; its name and address otherwise match exactly. Could you correct the license_state field?,,,,,,,
Recorded evidence: pointer https://www.ochsner.org/cms-hpt.txt (HTTP 206); file https://ochsner-craft.s3.amazonaws.com/core/822869576_ochsner-medical-center-%E2%80%93-hancock-llc_standardcharges.csv_2026-03-26-181953_akak.csv (HTTP 206); checked 2026-09-09T10:08:06.023Z.,,,,,,,
Thank you.,[not published],approved-for-outreach,,,,,
251307,NOXUBEE GENERAL CRITICAL ACCESS HOSP,MS,declared-update-date-over-365-days,Price transparency file: NOXUBEE GENERAL CRITICAL ACCESS HOSP (CCN 251307),Hello,,
We maintain an independent review of hospital price-transparency files. The standard-charges file at https://a27d8bef-da4e-4fa0-9e3b-83c28b7fb454.usrfiles.com/ugd/a27d8b_9d82b0e8a9ae4bb59d292b04e35ec2f1.csv declares last_updated_on 2024-11-01, more than 365 days before our check on 2026-09-09T10:08:06.569Z. Could you confirm whether a more current file exists and point us to it?,,,,,,
Recorded evidence: pointer https://a27d8bef-da4e-4fa0-9e3b-83c28b7fb454.usrfiles.com/ugd/a27d8b_6e61b042ac8e45d18f7bb55ad253b593.txt (HTTP 206); file https://a27d8bef-da4e-4fa0-9e3b-83c28b7fb454.usrfiles.com/ugd/a27d8b_9d82b0e8a9ae4bb59d292b04e35ec2f1.csv (HTTP 206); checked 2026-09-09T10:08:06.569Z.,,,,,,,
Thank you.,[not published],approved-for-outreach,,,,,
251316,OCHSNER WATKINS HOSPITAL,MS,file-declares-conflicting-license-state,Price transparency file: OCHSNER WATKINS HOSPITAL (CCN 251316),Hello,,
We maintain an independent review of hospital price-transparency files. The file at https://ochsner-craft.s3.amazonaws.com/core/640345119_rush-medical-foundation_standardcharges.csv_2026-03-26-190513_txgc.csv declares license state LA while your CMS enrollment lists MS; its name and address otherwise match exactly. Could you correct the license_state field?,,,,,,,
Recorded evidence: pointer https://www.ochsner.org/cms-hpt.txt (HTTP 206); file https://ochsner-craft.s3.amazonaws.com/core/640345119_rush-medical-foundation_standardcharges.csv_2026-03-26-190513_txgc.csv (HTTP 206); checked 2026-09-09T10:08:06.744Z.,,,,,,,
Thank you.,[not published],approved-for-outreach,,,,,
251317,SIMPSON GENERAL HOSPITAL CAH,MS,declared-update-date-over-365-days,Price transparency file: SIMPSON GENERAL HOSPITAL CAH (CCN 251317),Hello,,
We maintain an independent review of hospital price-transparency files. The standard-charges file at https://apps.para-hcfs.com/PTT/FinalLinks/Reports.aspx?dbName=dbSGHMENDENHALLMS&type=CDMWithoutLabel&fileType=CSV declares last_updated_on 2025-04-30, more than 365 days before our check on 2026-09-09T10:08:07.316Z. Could you confirm whether a more current file exists and point us to it?,,,,,,
Recorded evidence: pointer https://simpsongeneral.com/cms-hpt.txt (HTTP 206); file https://apps.para-hcfs.com/PTT/FinalLinks/Reports.aspx?dbName=dbSGHMENDENHALLMS&type=CDMWithoutLabel&fileType=CSV (HTTP 200); checked 2026-09-09T10:08:07.316Z.,,,,,,,
Thank you.,[not published],approved-for-outreach,,,,,
251322,OCHSNER LAIRD HOSPITAL,MS,file-declares-conflicting-license-state,Price transparency file: OCHSNER LAIRD HOSPITAL (CCN 251322),Hello,,
We maintain an independent review of hospital price-transparency files. The file at https://ochsner-craft.s3.amazonaws.com/core/201835779_laird-hospital-inc._standardcharges.csv_2026-03-26-184539_copb.csv declares license state LA while your CMS enrollment lists MS; its name and address otherwise match exactly. Could you correct the license_state field?,,,,,,,
Recorded evidence: pointer https://www.ochsner.org/cms-hpt.txt (HTTP 206); file https://ochsner-craft.s3.amazonaws.com/core/201835779_laird-hospital-inc._standardcharges.csv_2026-03-26-184539_copb.csv (HTTP 206); checked 2026-09-09T10:08:07.551Z.,,,,,,,
Thank you.,[not published],approved-for-outreach,,,,,
251337,TIPPAH COUNTY HOSPITAL,MS,automated-file-access-denied,Price transparency file: TIPPAH COUNTY HOSPITAL (CCN 251337),Hello,,
We maintain an independent review of hospital price-transparency files. Automated retrieval of https://www.tippahcountyhospital.com/assets/Uploads/646001350_tippah-county-hospital_standardcharges.csv?vid=3 is denied (HTTP 403) while your site publishes it. Could you whitelist automated access or provide a direct link?,,,,,,,
Recorded evidence: pointer https://tippahcountyhospital.com/cms-hpt.txt (HTTP 403); file https://www.tippahcountyhospital.com/assets/Uploads/646001350_tippah-county-hospital_standardcharges.csv?vid=3 (HTTP 403); checked 2026-09-09T10:08:07.340Z.,,,,,,,
Thank you.,[not published],approved-for-outreach,,,,,
260025,HANNIBAL REGIONAL HOSPITAL,MO,pointer-declared-file-404,Price transparency file: HANNIBAL REGIONAL HOSPITAL (CCN 260025),Hello,,
We maintain an independent review of hospital price-transparency files. Your machine-readable pointer declares https://sthpiprd.blob.core.windows.net/machine-readable-files/8042/430662495_hannibal-regional-hospital_standardcharges.csv, which returns HTTP 404 on repeated checks. Could you restore the file or update the pointer?,,,,,,
Recorded evidence: pointer https://www.hannibalregional.org/cms-hpt.txt (HTTP 206); file https://sthpiprd.blob.core.windows.net/machine-readable-files/8042/430662495_hannibal-regional-hospital_standardcharges.csv (HTTP 404); checked 2026-09-09T10:08:07.522Z.,,,,,,,
Thank you.,[not published],approved-for-outreach,,,,,
260061,NEVADA REGIONAL MEDICAL CENTER,MO,declared-update-date-over-365-days,Price transparency file: NEVADA REGIONAL MEDICAL CENTER (CCN 260061),Hello,,
We maintain an independent review of hospital price-transparency files. The standard-charges file at https://www.nrmchealth.com/pricing-transparency-mrf-url declares last_updated_on 2025-01-14, more than 365 days before our check on 2026-09-09T10:08:20.332Z. Could you confirm whether a more current file exists and point us to it?,,,,,,
Recorded evidence: pointer https://irp.cdn-website.com/5b92682e/files/uploaded/cms-hpt-4ab8d9db.txt (HTTP 206); file https://www.nrmchealth.com/pricing-transparency-mrf-url (HTTP 206); checked 2026-09-09T10:08:20.332Z.,,,,,,,
Thank you.,[not published],approved-for-outreach,,,,,
260097,WESTERN MISSOURI MEDICAL CENTER,MO,declared-update-date-over-365-days,Price transparency file: WESTERN MISSOURI MEDICAL CENTER (CCN 260097),Hello,,
We maintain an independent review of hospital price-transparency files. The standard-charges file at https://wmmc.com/wp-content/uploads/2024/11/440665266_western-missouri-medical-center_standardcharges.csv declares last_updated_on 2024-12-01, more than 365 days before our check on 2026-09-09T10:08:21.963Z. Could you confirm whether a more current file exists and point us to it?,,,,,,
Recorded evidence: pointer https://wmmc.com/cms-hpt.txt (HTTP 200); file https://wmmc.com/wp-content/uploads/2024/11/440665266_western-missouri-medical-center_standardcharges.csv (HTTP 206); checked 2026-09-09T10:08:21.963Z.,,,,,,,
Thank you.,[not published],approved-for-outreach,,,,,
260137,FREEMAN HEALTH SYSTEM - FREEMAN WEST,MO,declared-update-date-over-365-days,Price transparency file: FREEMAN HEALTH SYSTEM - FREEMAN WEST (CCN 260137),Hello,,
We maintain an independent review of hospital price-transparency files. The standard-charges file at https://url.us.m.mimecastprotect.com/s/nm_sC4xqW3t9DBojSxhJf4d1dX?domain=hospitalpricedisclosure.com declares last_updated_on 2025-05-01, more than 365 days before our check on 2026-09-09T10:38:01.420Z. Could you confirm whether a more current file exists and point us to it?,,,,,,
Recorded evidence: pointer https://www.freemanhealth.com/sites/default/files/cms0-hpt.txt (HTTP 206); file https://url.us.m.mimecastprotect.com/s/nm_sC4xqW3t9DBojSxhJf4d1dX?domain=hospitalpricedisclosure.com (HTTP 206); checked 2026-09-09T10:38:01.420Z.,,,,,,,
Thank you.,[not published],approved-for-outreach,,,,,
261302,MADISON MEDICAL CENTER,MO,automated-file-access-denied,Price transparency file: MADISON MEDICAL CENTER (CCN 261302),Hello,,
We maintain an independent review of hospital price-transparency files. Automated retrieval of https://madisonmedicalcenter.net/431445493_Madison%20Medical%20Center_standardcharges.json is denied (HTTP 403) while your site publishes it. Could you whitelist automated access or provide a direct link?,,,,,,,
Recorded evidence: pointer https://madisonmedicalcenter.net/cms-hpt.txt (HTTP 403); file https://madisonmedicalcenter.net/431445493_Madison%20Medical%20Center_standardcharges.json (HTTP 403); checked 2026-09-09T10:08:19.065Z.,,,,,,,
Thank you.,[not published],approved-for-outreach,,,,,
261307,PERSHING MEMORIAL HOSPITAL,MO,declared-update-date-over-365-days,Price transparency file: PERSHING MEMORIAL HOSPITAL (CCN 261307),Hello,,
We maintain an independent review of hospital price-transparency files. The standard-charges file at https://hospitalpricetransparencyfiles.com/general-john-j-pershing-memorial-hospital-association/430715842_General-John-J-Pershing-Memorial-Hospital-Association_standardcharges.csv declares last_updated_on 2025-06-13, more than 365 days before our check on 2026-09-09T10:08:20.907Z. Could you confirm whether a more current file exists and point us to it?,,,,,,
Recorded evidence: pointer https://phsmo.org/cms-hpt.txt (HTTP 200); file https://hospitalpricetransparencyfiles.com/general-john-j-pershing-memorial-hospital-association/430715842_General-John-J-Pershing-Memorial-Hospital-Association_standardcharges.csv (HTTP 206); checked 2026-09-09T10:08:20.907Z.,,,,,,,
Thank you.,[not published],approved-for-outreach,,,,,
261331,FREEMAN NEOSHO HOSPITAL,MO,declared-update-date-over-365-days,Price transparency file: FREEMAN NEOSHO HOSPITAL (CCN 261331),Hello,,
We maintain an independent review of hospital price-transparency files. The standard-charges file at https://url.us.m.mimecastprotect.com/s/32rHC5yrA4hpXZvntyi3fkJCbs?domain=hospitalpricedisclosure.com declares last_updated_on 2025-05-01, more than 365 days before our check on 2026-09-09T10:09:05.938Z. Could you confirm whether a more current file exists and point us to it?,,,,,,
Recorded evidence: pointer https://www.freemanhealth.com/sites/default/files/cms0-hpt.txt (HTTP 206); file https://url.us.m.mimecastprotect.com/s/32rHC5yrA4hpXZvntyi3fkJCbs?domain=hospitalpricedisclosure.com (HTTP 206); checked 2026-09-09T10:09:05.938Z.,,,,,,,
Thank you.,[not published],approved-for-outreach,,,,,
270057,BOZEMAN HEALTH DEACONESS HOSPITAL,MT,declared-update-date-over-365-days,Price transparency file: BOZEMAN HEALTH DEACONESS HOSPITAL (CCN 270057),Hello,,
We maintain an independent review of hospital price-transparency files. The standard-charges file at https://bozemanhealth.org/wp-content/uploads/2025/01/01/474717998_deaconess-regional-medical-center_standardcharges.json declares last_updated_on 2024-11-19, more than 365 days before our check on 2026-09-09T10:08:41.771Z. Could you confirm whether a more current file exists and point us to it?,,,,,,
Recorded evidence: pointer https://bozemanhealth.org/cms-hpt.txt (HTTP 206); file https://bozemanhealth.org/wp-content/uploads/2025/01/01/474717998_deaconess-regional-medical-center_standardcharges.json (HTTP 206); checked 2026-09-09T10:08:41.771Z.,,,,,,,
Thank you.,[not published],approved-for-outreach,,,,,
271331,MINERAL COMMUNITY HOSPITAL,MT,declared-update-date-over-365-days,Price transparency file: MINERAL COMMUNITY HOSPITAL (CCN 271331),Hello,,
We maintain an independent review of hospital price-transparency files. The standard-charges file at https://mineralcommunityhospital.com/wp-content/uploads/2025/04/810421823_Mineral-Community-Hospital_standardcharges07.2024-3.csv declares last_updated_on 2024-07-01, more than 365 days before our check on 2026-09-09T10:08:39.886Z. Could you confirm whether a more current file exists and point us to it?,,,,,,
Recorded evidence: pointer https://mineralcommunityhospital.com/cms-hpt.txt (HTTP 200); file https://mineralcommunityhospital.com/wp-content/uploads/2025/04/810421823_Mineral-Community-Hospital_standardcharges07.2024-3.csv (HTTP 206); checked 2026-09-09T10:08:39.886Z.,,,,,,,
Thank you.,[not published],approved-for-outreach,,,,,
271389,BOZEMAN HEALTH BIG SKY MEDICAL CENTER,MT,declared-update-date-over-365-days,Price transparency file: BOZEMAN HEALTH BIG SKY MEDICAL CENTER (CCN 271389),Hello,,
We maintain an independent review of hospital price-transparency files. The standard-charges file at https://bozemanhealth.org/wp-content/uploads/2025/01/01/474718253_big-sky-medical-center_standardcharges.json declares last_updated_on 2024-11-19, more than 365 days before our check on 2026-09-09T10:08:58.282Z. Could you confirm whether a more current file exists and point us to it?,,,,,,
Recorded evidence: pointer https://bozemanhealth.org/cms-hpt.txt (HTTP 206); file https://bozemanhealth.org/wp-content/uploads/2025/01/01/474718253_big-sky-medical-center_standardcharges.json (HTTP 206); checked 2026-09-09T10:08:58.282Z.,,,,,,,
Thank you.,[not published],approved-for-outreach,,,,,
281329,AVERA ST ANTHONY'S HOSPITAL,NE,template-version-unrecognized,Price transparency file: AVERA ST ANTHONY'S HOSPITAL (CCN 281329),Hello,,
We maintain an independent review of hospital price-transparency files. The file at https://www.avera.org/app/files/public/2ee985f1-c8f5-4aff-9e24-196f8b6c838b/470463911_avera-st-anthonys-hospital_standardcharges.csv declares template version 4.0.0, which this review does not recognize; its update date (2026-04-01) and facility identity are otherwise current. Could you confirm which CMS data dictionary version it implements?,,,,,,
Recorded evidence: pointer http://www.avera.org/cms-hpt.txt (HTTP 403); file https://www.avera.org/app/files/public/2ee985f1-c8f5-4aff-9e24-196f8b6c838b/470463911_avera-st-anthonys-hospital_standardcharges.csv (HTTP 206); checked 2026-09-09T13:11:15.250Z.,,,,,,,
Thank you.,[not published],approved-for-outreach,,,,,
281357,SIDNEY REGIONAL MEDICAL CENTER,NE,pointer-declared-file-404,Price transparency file: SIDNEY REGIONAL MEDICAL CENTER (CCN 281357),Hello,,
We maintain an independent review of hospital price-transparency files. Your machine-readable pointer declares https://sthpiprd.blob.core.windows.net/machine-readable-files/8186/470408242_sidney-regional-medical-center_standardcharges.csv, which returns HTTP 404 on repeated checks. Could you restore the file or update the pointer?,,,,,,
Recorded evidence: pointer http://www.sidneyrmc.com/cms-hpt.txt (HTTP 200); file https://sthpiprd.blob.core.windows.net/machine-readable-files/8186/470408242_sidney-regional-medical-center_standardcharges.csv (HTTP 404); checked 2026-09-09T10:08:41.692Z.,,,,,,,
Thank you.,[not published],approved-for-outreach,,,,,
290003,SUNRISE HOSPITAL AND MEDICAL CENTER,NV,declared-update-date-over-365-days,Price transparency file: SUNRISE HOSPITAL AND MEDICAL CENTER (CCN 290003),Hello,,
We maintain an independent review of hospital price-transparency files. The standard-charges file at https://core.secure.ehc.com/src/util/json-detail-price-list/62-1762537_sunrise-hospital-and-medical-center_standardcharges.json declares last_updated_on 2024-10-01, more than 365 days before our check on 2026-09-09T10:08:42.673Z. Could you confirm whether a more current file exists and point us to it?,,,,,,
Recorded evidence: pointer https://sunrisehospital.com/cms-hpt.txt (HTTP 200); file https://core.secure.ehc.com/src/util/json-detail-price-list/62-1762537_sunrise-hospital-and-medical-center_standardcharges.json (HTTP 206); checked 2026-09-09T10:08:42.673Z.,,,,,,,
Thank you.,[not published],approved-for-outreach,,,,,
290039,MOUNTAINVIEW HOSPITAL,NV,declared-update-date-over-365-days,Price transparency file: MOUNTAINVIEW HOSPITAL (CCN 290039),Hello,,
We maintain an independent review of hospital price-transparency files. The standard-charges file at https://core.secure.ehc.com/src/util/json-detail-price-list/62-1600397_mountainview-hospital-and-medical-center_standardcharges.json declares last_updated_on 2024-10-01, more than 365 days before our check on 2026-09-09T10:08:43.305Z. Could you confirm whether a more current file exists and point us to it?,,,,,,
Recorded evidence: pointer https://mountainview-hospital.com/cms-hpt.txt (HTTP 200); file https://core.secure.ehc.com/src/util/json-detail-price-list/62-1600397_mountainview-hospital-and-medical-center_standardcharges.json (HTTP 206); checked 2026-09-09T10:08:43.305Z.,,,,,,,
Thank you.,[not published],approved-for-outreach,,,,,
291303,BATTLE MOUNTAIN GENERAL HOSPITAL,NV,template-version-older-than-3,Price transparency file: BATTLE MOUNTAIN GENERAL HOSPITAL (CCN 291303),Hello,,
We maintain an independent review of hospital price-transparency files. The file at https://bmgh.org/resources/public-pricing/880186024_BattleMountainGeneralHospital_standardcharges-2026.csv declares a current date (2026-01-05) but template version 2.0.0. Could you confirm whether it implements the CMS price-transparency data dictionary and whether an updated export is available?,,,,,,,
Recorded evidence: pointer https://bmgh.org/cms-hpt.txt (HTTP 206); file https://bmgh.org/resources/public-pricing/880186024_BattleMountainGeneralHospital_standardcharges-2026.csv (HTTP 206); checked 2026-09-09T10:08:43.046Z.,,,,,,,
Thank you.,[not published],approved-for-outreach,,,,,
291309,BOULDER CITY HOSPITAL,NV,template-version-older-than-3,Price transparency file: BOULDER CITY HOSPITAL (CCN 291309),Hello,,
We maintain an independent review of hospital price-transparency files. The file at https://bchcares.org/880065829_boulder-city-hospital_standard-charges.csv declares a current date (2025-09-30) but template version 2.0.0. Could you confirm whether it implements the CMS price-transparency data dictionary and whether an updated export is available?,,,,,,,
Recorded evidence: pointer https://bchcares.org/cms-hpt.txt (HTTP 200); file https://bchcares.org/880065829_boulder-city-hospital_standard-charges.csv (HTTP 206); checked 2026-09-09T10:08:43.161Z.,,,,,,,
Thank you.,[not published],approved-for-outreach,,,,,
310070,SAINT PETER'S UNIVERSITY HOSPITAL,NJ,template-version-older-than-3,Price transparency file: SAINT PETER'S UNIVERSITY HOSPITAL (CCN 310070),Hello,,
We maintain an independent review of hospital price-transparency files. The file at https://www.saintpetershcs.com/getmedia/0238f139-9e06-434b-a0ed-5d387f0e892e/221487330_Saint-Peters-University-Hospital_standard-charges_1.csv declares a current date (2025-11-19) but template version 2.0.0. Could you confirm whether it implements the CMS price-transparency data dictionary and whether an updated export is available?,,,,,,,
Recorded evidence: pointer https://www.saintpetershcs.com/cms-hpt.txt (HTTP 200); file https://www.saintpetershcs.com/getmedia/0238f139-9e06-434b-a0ed-5d387f0e892e/221487330_Saint-Peters-University-Hospital_standard-charges_1.csv (HTTP 206); checked 2026-09-09T10:09:07.483Z.,,,,,,,
Thank you.,[not published],approved-for-outreach,,,,,
330006,ST JOSEPH'S MEDICAL CENTER,NY,pointer-declared-file-404,Price transparency file: ST JOSEPH'S MEDICAL CENTER (CCN 330006),Hello,,
We maintain an independent review of hospital price-transparency files. Your machine-readable pointer declares https://sthpiprd.blob.core.windows.net/machine-readable-files/100287/131740127_st-joseph's-hospital,-yonkers_standardcharges.csv, which returns HTTP 404 on repeated checks. Could you restore the file or update the pointer?,,,,,
Recorded evidence: pointer https://search.hospitalpriceindex.com/100287/cms-hpt.txt (HTTP 206); file https://sthpiprd.blob.core.windows.net/machine-readable-files/100287/131740127_st-joseph's-hospital,-yonkers_standardcharges.csv (HTTP 404); checked 2026-09-09T10:09:06.646Z.,,,,,,
Thank you.,[not published],approved-for-outreach,,,,,
330027,NASSAU UNIVERSITY MEDICAL CENTER,NY,template-version-older-than-3,Price transparency file: NASSAU UNIVERSITY MEDICAL CENTER (CCN 330027),Hello,,
We maintain an independent review of hospital price-transparency files. The file at https://sthpiprd.blob.core.windows.net/machine-readable-files/13384/113465690-1801857172_nassau-health-care-corporation_standardcharges.csv declares a current date (2025-10-28) but template version 2.0.0. Could you confirm whether it implements the CMS price-transparency data dictionary and whether an updated export is available?,,,,,,,
Recorded evidence: pointer https://numc.edu/cms-hpt.txt (HTTP 403); file https://sthpiprd.blob.core.windows.net/machine-readable-files/13384/113465690-1801857172_nassau-health-care-corporation_standardcharges.csv (HTTP 206); checked 2026-09-09T10:09:07.918Z.,,,,,,,
Thank you.,[not published],approved-for-outreach,,,,,
330235,AUBURN  COMMUNITY  HOSPITAL,NY,declared-update-date-over-365-days,Price transparency file: AUBURN  COMMUNITY  HOSPITAL (CCN 330235),Hello,,
We maintain an independent review of hospital price-transparency files. The standard-charges file at https://www.auburnhospital.org/wp-content/uploads/2025/01/150532054_auburn-community-hospital_standardcharges-2.zip declares last_updated_on 2025-01-19, more than 365 days before our check on 2026-09-09T10:09:08.421Z. Could you confirm whether a more current file exists and point us to it?,,,,,,
Recorded evidence: pointer https://www.auburnhospital.org/cms-hpt.txt (HTTP 206); file https://www.auburnhospital.org/wp-content/uploads/2025/01/150532054_auburn-community-hospital_standardcharges-2.zip (HTTP 206); checked 2026-09-09T10:09:08.421Z.,,,,,,,
Thank you.,[not published],approved-for-outreach,,,,,
330276,NATHAN LITTAUER HOSPITAL,NY,template-version-older-than-3,Price transparency file: NATHAN LITTAUER HOSPITAL (CCN 330276),Hello,,
We maintain an independent review of hospital price-transparency files. The file at https://www.nlh.org/wp-content/uploads/2026/04/1336145168_nathanlittauerhospital_standardcharges.csv declares a current date (2026-03-04) but template version 2.0.0. Could you confirm whether it implements the CMS price-transparency data dictionary and whether an updated export is available?,,,,,,,
Recorded evidence: pointer https://nlh.org/cms-hpt.txt (HTTP 206); file https://www.nlh.org/wp-content/uploads/2026/04/1336145168_nathanlittauerhospital_standardcharges.csv (HTTP 206); checked 2026-09-09T10:37:58.675Z.,,,,,,,
Thank you.,[not published],approved-for-outreach,,,,,
330405,HELEN HAYES HOSPITAL,NY,declared-update-date-over-365-days,Price transparency file: HELEN HAYES HOSPITAL (CCN 330405),Hello,,
We maintain an independent review of hospital price-transparency files. The standard-charges file at https://shop.helenhayeshosp.org/00-0432000_Helen-Hayes-Hospital_standardcharges.csv declares last_updated_on 2024-07-01, more than 365 days before our check on 2026-09-09T10:37:59.055Z. Could you confirm whether a more current file exists and point us to it?,,,,,,
Recorded evidence: pointer https://helenhayeshospital.org/cms-hpt.txt (HTTP 206); file https://shop.helenhayeshosp.org/00-0432000_Helen-Hayes-Hospital_standardcharges.csv (HTTP 206); checked 2026-09-09T10:37:59.055Z.,,,,,,,
Thank you.,[not published],approved-for-outreach,,,,,
333301,BLYTHEDALE CHILDREN'S HOSPITAL,NY,pointer-declared-file-404,Price transparency file: BLYTHEDALE CHILDREN'S HOSPITAL (CCN 333301),Hello,,
We maintain an independent review of hospital price-transparency files. Your machine-readable pointer declares https://www.blythedale.org/documents/13-1739922blythedale-childrens-hospitalstandardchargescsv, which returns HTTP 404 on repeated checks. Could you restore the file or update the pointer?,,,,,,
Recorded evidence: pointer https://www.blythedale.org/cms-hpt.txt (HTTP 206); file https://www.blythedale.org/documents/13-1739922blythedale-childrens-hospitalstandardchargescsv (HTTP 404); checked 2026-09-09T10:47:21.924Z.,,,,,,,
Thank you.,[not published],approved-for-outreach,,,,,
334022,BRYLIN HOSP,NY,template-version-older-than-3,Price transparency file: BRYLIN HOSP (CCN 334022),Hello,,
We maintain an independent review of hospital price-transparency files. The file at https://www.brylin.com/wp-content/uploads/2025/10/16-1163586_BryLin-Hospitals-Inc_standardcharges.csv declares a current date (2025-10-15) but template version 1.0.0. Could you confirm whether it implements the CMS price-transparency data dictionary and whether an updated export is available?,,,,,,,
Recorded evidence: pointer https://brylin.com/cms-hpt.txt (HTTP 206); file https://www.brylin.com/wp-content/uploads/2025/10/16-1163586_BryLin-Hospitals-Inc_standardcharges.csv (HTTP 206); checked 2026-09-09T10:09:20.031Z.,,,,,,,
Thank you.,[not published],approved-for-outreach,,,,,
340068,COLUMBUS REGIONAL HEALTHCARE SYSTEM,NC,declared-update-date-over-365-days,Price transparency file: COLUMBUS REGIONAL HEALTHCARE SYSTEM (CCN 340068),Hello,,
We maintain an independent review of hospital price-transparency files. The standard-charges file at https://sthpiprd.blob.core.windows.net/machine-readable-files/11292/560538020_columbus-regional-healthcare-system,-inc_standardcharges.csv declares last_updated_on 2025-09-01, more than 365 days before our check on 2026-09-09T10:09:33.256Z. Could you confirm whether a more current file exists and point us to it?,,,,,
Recorded evidence: pointer https://crhealthcare.org/cms-hpt.txt (HTTP 206); file https://sthpiprd.blob.core.windows.net/machine-readable-files/11292/560538020_columbus-regional-healthcare-system,-inc_standardcharges.csv (HTTP 206); checked 2026-09-09T10:09:33.256Z.,,,,,,
Thank you.,[not published],approved-for-outreach,,,,,
340127,GRANVILLE HEALTH SYSTEMS,NC,declared-update-date-over-365-days,Price transparency file: GRANVILLE HEALTH SYSTEMS (CCN 340127),Hello,,
We maintain an independent review of hospital price-transparency files. The standard-charges file at https://urldefense.com/v3/__https://ghshospital.org/wp-content/uploads/2025/12/560593547_granville-medical-center_standardcharges.csv__;!!M5erwxGTI6mlTHJSECWB8LY!E0ZeRIB4NX69NhVMX1pl8UWyS2dl1pwPchrfChCVwh1HaZTqaRoclCfDcUhtbfVNGjMynNQYGCDlQrYsF7G1nFdMkVx7mg$ declares last_updated_on 2025-08-05, more than 365 days before our check on 2026-09-09T10:09:33.223Z. Could you confirm whether a more current file exists and point us to it?,,,,,,
Recorded evidence: pointer https://ghshospital.org/cms-hpt.txt (HTTP 206); file https://urldefense.com/v3/__https://ghshospital.org/wp-content/uploads/2025/12/560593547_granville-medical-center_standardcharges.csv__;!!M5erwxGTI6mlTHJSECWB8LY!E0ZeRIB4NX69NhVMX1pl8UWyS2dl1pwPchrfChCVwh1HaZTqaRoclCfDcUhtbfVNGjMynNQYGCDlQrYsF7G1nFdMkVx7mg$ (HTTP 206); checked 2026-09-09T10:09:33.223Z.,,,,,,,
Thank you.,[not published],approved-for-outreach,,,,,
351313,SOUTHWEST HEALTHCARE SERVICES,ND,template-version-older-than-3,Price transparency file: SOUTHWEST HEALTHCARE SERVICES (CCN 351313),Hello,,
We maintain an independent review of hospital price-transparency files. The file at https://swhealthcare.net/file_download/inline/c967a943-4246-45d6-9ff2-8222bb15dc86 declares a current date (2025-10-16) but template version 2.0.0. Could you confirm whether it implements the CMS price-transparency data dictionary and whether an updated export is available?,,,,,,,
Recorded evidence: pointer https://swhealthcare.net/file_download/inline/6a1de74d-5341-449e-8339-9ff3e2f6e18d (HTTP 200); file https://swhealthcare.net/file_download/inline/c967a943-4246-45d6-9ff2-8222bb15dc86 (HTTP 200); checked 2026-09-09T10:09:34.355Z.,,,,,,,
Thank you.,[not published],approved-for-outreach,,,,,
351326,FIRST CARE HEALTH CENTER,ND,declared-update-date-over-365-days,Price transparency file: FIRST CARE HEALTH CENTER (CCN 351326),Hello,,
We maintain an independent review of hospital price-transparency files. The standard-charges file at https://www.firstcarehc.com/wp-content/uploads/2024/06/450232743_First-Care-Health-Center_standardcharges.csv declares last_updated_on 2024-06-14, more than 365 days before our check on 2026-09-09T10:09:33.627Z. Could you confirm whether a more current file exists and point us to it?,,,,,,
Recorded evidence: pointer https://www.firstcarehc.com/cms-hpt.txt (HTTP 206); file https://www.firstcarehc.com/wp-content/uploads/2024/06/450232743_First-Care-Health-Center_standardcharges.csv (HTTP 206); checked 2026-09-09T10:09:33.627Z.,,,,,,,
Thank you.,[not published],approved-for-outreach,,,,,
360029,WOOD COUNTY HOSPITAL,OH,declared-update-date-over-365-days,Price transparency file: WOOD COUNTY HOSPITAL (CCN 360029),Hello,,
We maintain an independent review of hospital price-transparency files. The standard-charges file at https://www.woodcountyhospital.org/media/0x5fw0tn/344440884_wood-county_standardcharges.csv declares last_updated_on 2024-06-30, more than 365 days before our check on 2026-09-09T10:09:35.204Z. Could you confirm whether a more current file exists and point us to it?,,,,,,
Recorded evidence: pointer https://www.woodcountyhospital.org/cms-hpt.txt (HTTP 206); file https://www.woodcountyhospital.org/media/0x5fw0tn/344440884_wood-county_standardcharges.csv (HTTP 206); checked 2026-09-09T10:09:35.204Z.,,,,,,,
Thank you.,[not published],approved-for-outreach,,,,,
360039,GENESIS HOSPITAL,OH,template-version-unrecognized,Price transparency file: GENESIS HOSPITAL (CCN 360039),Hello,,
We maintain an independent review of hospital price-transparency files. The file at https://genesisgenericblob.blob.core.windows.net/price-transparency/311480941_Genesis-Healthcare-System_standardcharges.csv declares template version 5.0.0, which this review does not recognize; its update date (2026-03-27) and facility identity are otherwise current. Could you confirm which CMS data dictionary version it implements?,,,,,,
Recorded evidence: pointer https://www.genesishcs.org/cms-hpt.txt (HTTP 206); file https://genesisgenericblob.blob.core.windows.net/price-transparency/311480941_Genesis-Healthcare-System_standardcharges.csv (HTTP 206); checked 2026-09-09T10:09:46.291Z.,,,,,,,
Thank you.,[not published],approved-for-outreach,,,,,
