ccn,hospital_name,url,pointerUrl,sourcePageUrl,location_name,pointerCheckedAt,pointerSha256,score,http_status,file_kind,header_name,header_location,header_address,header_state,identity,identity_basis,date,version,metadata,checked_at,error
230151,BEAUMONT HOSPITAL - FARMINGTON HILLS,https://assets.contentstack.io/v3/assets/blt3055f692fe7bf193/bltb8584473cfa6533c/381360529_corewell-health-blodgett-hospital_standardcharges.csv,https://corewellhealth.org/cms-hpt.txt,https://corewellhealth.org/billing/price-estimates,Corewell Health Blodgett Hospital,2026-09-09T01:44:29.861Z,d68970f23fc4c614a3ec005f87d47895de4bc496cbe40290c0feee7e5e1fe3df,0.09090909090909091,206,csv,Corewell Health Blodgett Hospital,Corewell Health Blodgett Hospital,"1840 Wealthy Street SE , East Grand Rapids, MI 49506",MI,mrf-header-does-not-match-unresolved-roster,,2026-04-01,3.0.0,date-within-365-days-version-3,2026-09-09T01:48:56.086Z,
230151,BEAUMONT HOSPITAL - FARMINGTON HILLS,https://assets.contentstack.io/v3/assets/blt3055f692fe7bf193/blt205df7e60982400c/381360529_corewell-health-helen-devos-childrens-hospital-hospital_standardcharges.csv,https://corewellhealth.org/cms-hpt.txt,https://corewellhealth.org/billing/price-estimates,Corewell Health Helen Devos Children’s Hospital,2026-09-09T01:44:29.861Z,d68970f23fc4c614a3ec005f87d47895de4bc496cbe40290c0feee7e5e1fe3df,0.06521739130434782,206,csv,Corewell Health Butterworth Hospital,Corewell Health Helen Devos Children's Hospital,"100 Michigan St Ne, Grand Rapids, MI 49503",MI,mrf-header-does-not-match-unresolved-roster,,2026-04-01,3.0.0,date-within-365-days-version-3,2026-09-09T01:48:56.180Z,
230089,BEAUMONT HOSPITAL - GROSSE POINTE,https://assets.contentstack.io/v3/assets/blt3055f692fe7bf193/blt5644d1c708026093/183459362_1811044878_william-beaumont-hospital_standardcharges.csv,https://corewellhealth.org/cms-hpt.txt,https://corewellhealth.org/billing/price-estimates,Corewell Health Gross Pointe,2026-09-09T01:44:29.861Z,d68970f23fc4c614a3ec005f87d47895de4bc496cbe40290c0feee7e5e1fe3df,0.30303030303030304,206,csv,William Beaumont Hospital,Corewell Health Grosse Pointe Hospital,"468 Cadieux Rd, Grosse Pointe, MI 48230",MI,mrf-header-does-not-match-unresolved-roster,,2026-04-01,3.0.0,date-within-365-days-version-3,2026-09-09T01:48:56.412Z,
230089,BEAUMONT HOSPITAL - GROSSE POINTE,https://assets.contentstack.io/v3/assets/blt3055f692fe7bf193/blt0f9fd2163e3908a4/381360529_corewell-health-butterworth-hospital_standardcharges.csv,https://corewellhealth.org/cms-hpt.txt,https://corewellhealth.org/billing/price-estimates,Corewell Health Butterworth Hospital,2026-09-09T01:44:29.861Z,d68970f23fc4c614a3ec005f87d47895de4bc496cbe40290c0feee7e5e1fe3df,0.09090909090909091,206,csv,Corewell Health Butterworth Hospital,Corewell Health Butterworth Hospital,"100 Michigan St Ne, Grand Rapids, MI 49503",MI,mrf-header-does-not-match-unresolved-roster,,2026-04-01,3.0.0,date-within-365-days-version-3,2026-09-09T01:48:56.060Z,
230089,BEAUMONT HOSPITAL - GROSSE POINTE,https://assets.contentstack.io/v3/assets/blt3055f692fe7bf193/bltb8584473cfa6533c/381360529_corewell-health-blodgett-hospital_standardcharges.csv,https://corewellhealth.org/cms-hpt.txt,https://corewellhealth.org/billing/price-estimates,Corewell Health Blodgett Hospital,2026-09-09T01:44:29.861Z,d68970f23fc4c614a3ec005f87d47895de4bc496cbe40290c0feee7e5e1fe3df,0.09090909090909091,206,csv,Corewell Health Blodgett Hospital,Corewell Health Blodgett Hospital,"1840 Wealthy Street SE , East Grand Rapids, MI 49506",MI,mrf-header-does-not-match-unresolved-roster,,2026-04-01,3.0.0,date-within-365-days-version-3,2026-09-09T01:48:56.086Z,
230270,BEAUMONT HOSPITAL - TAYLOR,https://assets.contentstack.io/v3/assets/blt3055f692fe7bf193/blt038c460a72c2b256/381405141_1487605168_oakwood-healthcare-inc_standardcharges.csv,https://corewellhealth.org/cms-hpt.txt,https://corewellhealth.org/billing/price-estimates,Corewell Health Taylor,2026-09-09T01:44:29.861Z,d68970f23fc4c614a3ec005f87d47895de4bc496cbe40290c0feee7e5e1fe3df,0.4347826086956522,206,csv,Oakwood Healthcare Inc,Corewell Health Taylor Hospital ,"10000 Telegraph Road, Taylor, MI 48180",MI,mrf-header-does-not-match-unresolved-roster,,2026-04-01,3.0.0,date-within-365-days-version-3,2026-09-09T01:48:56.571Z,
230270,BEAUMONT HOSPITAL - TAYLOR,https://assets.contentstack.io/v3/assets/blt3055f692fe7bf193/blt0f9fd2163e3908a4/381360529_corewell-health-butterworth-hospital_standardcharges.csv,https://corewellhealth.org/cms-hpt.txt,https://corewellhealth.org/billing/price-estimates,Corewell Health Butterworth Hospital,2026-09-09T01:44:29.861Z,d68970f23fc4c614a3ec005f87d47895de4bc496cbe40290c0feee7e5e1fe3df,0.11538461538461539,206,csv,Corewell Health Butterworth Hospital,Corewell Health Butterworth Hospital,"100 Michigan St Ne, Grand Rapids, MI 49503",MI,mrf-header-does-not-match-unresolved-roster,,2026-04-01,3.0.0,date-within-365-days-version-3,2026-09-09T01:48:56.060Z,
230270,BEAUMONT HOSPITAL - TAYLOR,https://assets.contentstack.io/v3/assets/blt3055f692fe7bf193/bltb8584473cfa6533c/381360529_corewell-health-blodgett-hospital_standardcharges.csv,https://corewellhealth.org/cms-hpt.txt,https://corewellhealth.org/billing/price-estimates,Corewell Health Blodgett Hospital,2026-09-09T01:44:29.861Z,d68970f23fc4c614a3ec005f87d47895de4bc496cbe40290c0feee7e5e1fe3df,0.11538461538461539,206,csv,Corewell Health Blodgett Hospital,Corewell Health Blodgett Hospital,"1840 Wealthy Street SE , East Grand Rapids, MI 49506",MI,mrf-header-does-not-match-unresolved-roster,,2026-04-01,3.0.0,date-within-365-days-version-3,2026-09-09T01:48:56.086Z,
230269,"BEAUMONT HOSPITAL, TROY",https://assets.contentstack.io/v3/assets/blt3055f692fe7bf193/blta76ad74666a452ed/381459362_1811044878_beaumont-hospital-troy_standardcharges.csv,https://corewellhealth.org/cms-hpt.txt,https://corewellhealth.org/billing/price-estimates,Corewell Health Troy,2026-09-09T01:44:29.861Z,d68970f23fc4c614a3ec005f87d47895de4bc496cbe40290c0feee7e5e1fe3df,0.4347826086956522,206,csv,William Beaumont Hospital,Corewell Health Troy Hospital,"44201 Dequindre Road, Troy, MI 48085",MI,mrf-header-does-not-match-unresolved-roster,,2026-04-01,3.0.0,date-within-365-days-version-3,2026-09-09T01:48:56.639Z,
230269,"BEAUMONT HOSPITAL, TROY",https://assets.contentstack.io/v3/assets/blt3055f692fe7bf193/blt0f9fd2163e3908a4/381360529_corewell-health-butterworth-hospital_standardcharges.csv,https://corewellhealth.org/cms-hpt.txt,https://corewellhealth.org/billing/price-estimates,Corewell Health Butterworth Hospital,2026-09-09T01:44:29.861Z,d68970f23fc4c614a3ec005f87d47895de4bc496cbe40290c0feee7e5e1fe3df,0.11538461538461539,206,csv,Corewell Health Butterworth Hospital,Corewell Health Butterworth Hospital,"100 Michigan St Ne, Grand Rapids, MI 49503",MI,mrf-header-does-not-match-unresolved-roster,,2026-04-01,3.0.0,date-within-365-days-version-3,2026-09-09T01:48:56.060Z,
230269,"BEAUMONT HOSPITAL, TROY",https://assets.contentstack.io/v3/assets/blt3055f692fe7bf193/bltb8584473cfa6533c/381360529_corewell-health-blodgett-hospital_standardcharges.csv,https://corewellhealth.org/cms-hpt.txt,https://corewellhealth.org/billing/price-estimates,Corewell Health Blodgett Hospital,2026-09-09T01:44:29.861Z,d68970f23fc4c614a3ec005f87d47895de4bc496cbe40290c0feee7e5e1fe3df,0.11538461538461539,206,csv,Corewell Health Blodgett Hospital,Corewell Health Blodgett Hospital,"1840 Wealthy Street SE , East Grand Rapids, MI 49506",MI,mrf-header-does-not-match-unresolved-roster,,2026-04-01,3.0.0,date-within-365-days-version-3,2026-09-09T01:48:56.086Z,
230117,BORGESS MEDICAL CENTER,https://healthcare.ascension.org/-/media/project/ascension/healthcare/price-transparency-files/il-csv/362596381_alexian-brothers-medical-center_standardcharges.csv,https://healthcare.ascension.org/-/media/Healthcare/cms-hpt.txt,https://healthcare.ascension.org/price-transparency,Ascension Alexian Brothers (Alexian Brothers Medical Center),2026-09-09T01:43:44.066Z,f703607d7a9bf1315f42aa6a9ac7fc3ef4cb3e220f2c694a293d2ec6eed37b93,0.16666666666666669,200,csv,Alexian Brothers Medical Center,Ascension Alexian Brothers,800 Biesterfield Rd Elk Grove Village IL 60007,IL,mrf-header-identity-and-location-agree,,2026-01-01,3.0.0,date-within-365-days-version-3,2026-09-09T01:49:09.243Z,
230117,BORGESS MEDICAL CENTER,https://healthcare.ascension.org/-/media/project/ascension/healthcare/price-transparency-files/il-csv/364251846_st-alexius-medical-center_standardcharges.csv,https://healthcare.ascension.org/-/media/Healthcare/cms-hpt.txt,https://healthcare.ascension.org/price-transparency,Ascension Saint Alexius (Ascension St. Alexius Medical Center),2026-09-09T01:43:44.066Z,f703607d7a9bf1315f42aa6a9ac7fc3ef4cb3e220f2c694a293d2ec6eed37b93,0.16666666666666669,200,csv,St. Alexius Medical Center,Ascension St. Alexius| Ascension Saint Alexius Women and Children's Hospital,1555 Barrington Rd Hoffman Estates IL 60169|1555 Barrington Rd Hoffman Estates IL 60169,IL,mrf-header-name-without-location,,2026-01-01,3.0.0,date-within-365-days-version-3,2026-09-09T01:48:13.495Z,
230117,BORGESS MEDICAL CENTER,https://healthcare.ascension.org/-/media/project/ascension/healthcare/price-transparency-files/ok-csv/730579286_st-john-medical-center-inc_standardcharges.csv,https://healthcare.ascension.org/-/media/Healthcare/cms-hpt.txt,https://healthcare.ascension.org/price-transparency,"Ascension St. John Medical Center (St. John Medical Center, Inc.)",2026-09-09T01:43:44.066Z,f703607d7a9bf1315f42aa6a9ac7fc3ef4cb3e220f2c694a293d2ec6eed37b93,0.16666666666666669,200,csv,"St. John Medical Center, Inc.",Ascension St. John Medical Center,1923 S Utica Ave Tulsa OK 74104,OK,mrf-header-identity-and-location-agree,,2026-01-01,3.0.0,date-within-365-days-version-3,2026-09-09T01:49:05.510Z,
231339,COREWELL HEALTH PENNOCK HOSPITAL,https://assets.contentstack.io/v3/assets/blt3055f692fe7bf193/blt5ac32ebe9fbd7f5f/381360562_corewell-health-pennock-hospital_standardcharges.csv                             contact-name: Corewell Health Price Transparency Team,https://corewellhealth.org/cms-hpt.txt,https://corewellhealth.org/billing/price-estimates,Corewell Health Pennock,2026-09-09T01:44:29.905Z,d68970f23fc4c614a3ec005f87d47895de4bc496cbe40290c0feee7e5e1fe3df,0.8846153846153847,422,,,,,,mrf-header-unreachable,,,,date-unverified,2026-09-09T01:48:56.911Z,
231311,DECKERVILLE COMMUNITY HOSPITAL,https://aspirerhs.org/wp-content/uploads/2024/07/381415390_deckerville-community-hospital_standardcharges.csv,https://aspirerhs.org/cms-hpt.txt,https://aspirerhs.org/billing/,Deckerville Community Hospital,2026-09-09T01:44:30.021Z,f72dae80c0859fa07ab8e279a683267328a6e87a71115aba15a6a2785d32f57b,1,206,csv,Deckerville Community Hospital,Deckerville Community Hospital,3559 Pine Street Deckerville MI 48427,MI,corroborated,file-name-and-address,2025-01-15,2.0.0,date-over-365-days,2026-09-09T01:48:56.433Z,
230055,DICKINSON COUNTY MEMORIAL HOSPITAL,https://www.marshfieldclinic.org/-/media/marshfieldclinic/files/patient%20resources/cms-hpt-documents/382780429_marshfield-medical-center--dickinson_standardcharges.csv,https://www.marshfieldclinic.org/cms-hpt.txt,https://www.marshfieldclinic.org/patient-resources/billing/cms-hospital-transparency-requirement,Marshfield Medical Center Dickinson Hospital,2026-09-09T01:44:31.198Z,d6c2b050f4b3959552e79b14ce65550b6527aa6bf7c506d18d56f3514cafd864,0.4482758620689655,206,csv,Marshfield Medical Center - Dickinson,Marshfield Medical Center - Dickinson,"1721 South Stephenson Avenue, Iron Mountain, MI 49801",MI,mrf-header-does-not-match-unresolved-roster,,2026-02-19,3.0.0,date-within-365-days-version-3,2026-09-09T01:48:56.484Z,
230055,DICKINSON COUNTY MEMORIAL HOSPITAL,https://www.marshfieldclinic.org/-/media/marshfieldclinic/files/patient%20resources/cms-hpt-documents/810977948_marshfield-medical-center--marshfield_standardcharges.zip,https://www.marshfieldclinic.org/cms-hpt.txt,https://www.marshfieldclinic.org/patient-resources/billing/cms-hospital-transparency-requirement,Marshfield Medical Center Hospital,2026-09-09T01:44:31.198Z,d6c2b050f4b3959552e79b14ce65550b6527aa6bf7c506d18d56f3514cafd864,0.11538461538461539,206,csv,Marshfield Medical Center - Marshfield,Marshfield Medical Center - Marshfield,"611 North Saint Joseph Avenue, Marshfield, WI 54449-1832",WI,mrf-header-identity-and-location-agree,,2026-02-20,3.0.0,date-within-365-days-version-3,2026-09-09T01:48:56.500Z,
230055,DICKINSON COUNTY MEMORIAL HOSPITAL,https://www.marshfieldclinic.org/-/media/marshfieldclinic/files/patient%20resources/cms-hpt-documents/390806828_marshfield-medical-center--neillsville_standardcharges.zip,https://www.marshfieldclinic.org/cms-hpt.txt,https://www.marshfieldclinic.org/patient-resources/billing/cms-hospital-transparency-requirement,Marshfield Medical Center Neillsville Hospital,2026-09-09T01:44:31.198Z,d6c2b050f4b3959552e79b14ce65550b6527aa6bf7c506d18d56f3514cafd864,0.10344827586206896,206,csv,Marshfield Medical Center - Neillsville,Marshfield Medical Center - Neillsville,"N3708 River Ave, Neillsville, WI 54456-7218",WI,mrf-header-name-without-location,,2026-02-20,3.0.0,date-within-365-days-version-3,2026-09-09T01:48:56.688Z,
230230,EDWARD W SPARROW HOSPITAL,https://www.uofmhealthsparrow.org/sites/default/files/2026-04/um-health-sparrow-specialty-machine-readable-file-04-08-2026.csv,https://www.uofmhealthsparrow.org/cms-hpt.txt,https://www.uofmhealthsparrow.org/patient-resources/financial-resources/standard-charges,University of Michigan Health-Sparrow Specialty Hospital,2026-09-09T01:44:30.326Z,84324065af2b59be2d901a4d5709efd06a19a0b67b1c8e475ee438339689c43b,0.28260869565217395,206,csv,University of Michigan Health-Sparrow Specialty Hospital,University of Michigan Health-Sparrow Specialty Hospital,"1215 E Michigan Ave, Lansing, MI 48912",CA,mrf-header-does-not-match-unresolved-roster,,2026-04-07,4.0.0,date-within-365-days-version-unverified,2026-09-09T01:48:56.748Z,
230230,EDWARD W SPARROW HOSPITAL,https://www.uofmhealthsparrow.org/sites/default/files/2026-03/um-health-sparrow-lansing-machine-readable-file-03-31-2026.csv,https://www.uofmhealthsparrow.org/cms-hpt.txt,https://www.uofmhealthsparrow.org/patient-resources/financial-resources/standard-charges,University of Michigan Health-Sparrow Lansing,2026-09-09T01:44:30.326Z,84324065af2b59be2d901a4d5709efd06a19a0b67b1c8e475ee438339689c43b,0.23255813953488372,206,csv,University of Michigan Health-Sparrow Lansing,University of Michigan Health-Sparrow Lansing|University of Michigan Health-St. Lawrence,"1215 E Michigan Ave, Lansing, MI 48912|1210 W Saginaw St, Lansing, MI 48915",CA,mrf-header-does-not-match-unresolved-roster,,2026-04-01,4.2,date-within-365-days-version-unverified,2026-09-09T01:48:56.759Z,
230230,EDWARD W SPARROW HOSPITAL,https://www.uofmhealthsparrow.org/sites/default/files/2026-03/um-health-sparrow-carson-machine-readable-file-03-31-2026.csv,https://www.uofmhealthsparrow.org/cms-hpt.txt,https://www.uofmhealthsparrow.org/patient-resources/financial-resources/standard-charges,University of Michigan Health-Sparrow Carson,2026-09-09T01:44:30.326Z,84324065af2b59be2d901a4d5709efd06a19a0b67b1c8e475ee438339689c43b,0.23255813953488372,206,csv,University of Michigan Health-Sparrow Carson,University of Michigan Health-Sparrow Carson,"406 E Elm St, Carson City, MI 48811",CA,mrf-header-does-not-match-unresolved-roster,,2026-04-01,3.1.0,date-within-365-days-version-3,2026-09-09T01:48:56.821Z,
230275,HEALTHSOURCE SAGINAW,https://www.healthsourcesaginaw.org/wp-content/uploads/2026/01/386004889_healthsource-saginaw_standardcharges.csv,https://healthsourcesaginaw.org/cms-hpt.txt,https://www.healthsourcesaginaw.org,HealthSource Saginaw,2026-09-09T01:44:30.109Z,dce953928a2aba0d404fb583c082fe9068cf0388e5278477276ca0e07a656777,1,206,csv,HealthSource Saginaw,HealthSource Saginaw,"3340 Hospital Road Saginaw, MI 48603",MI,corroborated,file-name-and-address,2026-01-06,2.0.0,date-within-365-days-older-version,2026-09-09T01:48:56.903Z,
231316,HILLS & DALES GENERAL HOSPITAL,https://aspirerhs.org/wp-content/uploads/2024/07/381619577_hills-and-dales-general-hospital_standardcharges.csv,https://aspirerhs.org/cms-hpt.txt,https://aspirerhs.org/billing/,Hills and Dales General Hospital,2026-09-09T01:44:30.021Z,f72dae80c0859fa07ab8e279a683267328a6e87a71115aba15a6a2785d32f57b,1,206,csv,Hills and Dales General both,Hills and Dales General both,"4675 Hill Street, Cass City, MI 48726",MI,corroborated,exact-pointer-name-and-file-address,2025-01-01,2.0.0,date-over-365-days,2026-09-09T01:48:57.003Z,
231330,MARLETTE REGIONAL HOSPITAL,https://aspirerhs.org/wp-content/uploads/2024/07/381507302_marlette-regional-hospital_standardcharges.csv,https://aspirerhs.org/cms-hpt.txt,https://aspirerhs.org/billing/,Marlette Regional Hospital,2026-09-09T01:44:30.021Z,f72dae80c0859fa07ab8e279a683267328a6e87a71115aba15a6a2785d32f57b,1,206,csv,Marlette Regional Hospital,Marlette Regional Hospital,"2770 Main Street, Marlette MI 48453",MI,corroborated,file-name-and-address,2025-01-25,2.0.0,date-over-365-days,2026-09-09T01:48:57.012Z,
231314,MCKENZIE HEALTH SYSTEM,https://www.mckenziehealth.org/documents/content/standard%20charges/381738615_McKenzie-Memorial-Hospital_standardcharges.csv,https://www.mckenziehealth.org/cms-hpt.txt,https://www.mckenziehealth.org/patients-visitors/billing-insurance/,McKenzie Health System,2026-09-09T01:44:31.670Z,27055f087049dac84e5d4a8aab67c18d7feffa6a8331df64c0781ac3036aed6e,1,206,csv,McKenzie_Memorial_Hospital,McKenzie_Memorial_Hospital,120_N._Delaware_St_Sandusky_MI_48471,MI,corroborated,exact-pointer-name-and-file-address,2025-05-31,2.0.0,date-over-365-days,2026-09-09T01:48:57.052Z,
231308,MUNISING MEMORIAL HOSPITAL,https://munisingmemorial.org/billing/,https://munisingmemorial.org/cms-hpt.txt,https://munisingmemorial.org/billing/,Munising Memorial Hospital,2026-09-09T01:44:30.207Z,068f3f2db6b470d83f3a414fc8e2910ef3fc4b6d03c4b81a67e03ba529dea550,1,206,html,,,,,mrf-header-has-no-license-state,,,,date-unverified,2026-09-09T01:48:57.668Z,
230077,MYMICHIGAN MEDICAL CENTER SAGINAW,https://healthcare.ascension.org/-/media/project/ascension/healthcare/price-transparency-files/il-csv/362596381_alexian-brothers-medical-center_standardcharges.csv,https://healthcare.ascension.org/-/media/Healthcare/cms-hpt.txt,https://healthcare.ascension.org/price-transparency,Ascension Alexian Brothers (Alexian Brothers Medical Center),2026-09-09T01:43:44.066Z,f703607d7a9bf1315f42aa6a9ac7fc3ef4cb3e220f2c694a293d2ec6eed37b93,0.16666666666666669,200,csv,Alexian Brothers Medical Center,Ascension Alexian Brothers,800 Biesterfield Rd Elk Grove Village IL 60007,IL,mrf-header-identity-and-location-agree,,2026-01-01,3.0.0,date-within-365-days-version-3,2026-09-09T01:49:09.243Z,
230077,MYMICHIGAN MEDICAL CENTER SAGINAW,https://healthcare.ascension.org/-/media/project/ascension/healthcare/price-transparency-files/il-csv/364251846_st-alexius-medical-center_standardcharges.csv,https://healthcare.ascension.org/-/media/Healthcare/cms-hpt.txt,https://healthcare.ascension.org/price-transparency,Ascension Saint Alexius (Ascension St. Alexius Medical Center),2026-09-09T01:43:44.066Z,f703607d7a9bf1315f42aa6a9ac7fc3ef4cb3e220f2c694a293d2ec6eed37b93,0.16666666666666669,200,csv,St. Alexius Medical Center,Ascension St. Alexius| Ascension Saint Alexius Women and Children's Hospital,1555 Barrington Rd Hoffman Estates IL 60169|1555 Barrington Rd Hoffman Estates IL 60169,IL,mrf-header-name-without-location,,2026-01-01,3.0.0,date-within-365-days-version-3,2026-09-09T01:48:13.495Z,
230077,MYMICHIGAN MEDICAL CENTER SAGINAW,https://healthcare.ascension.org/-/media/project/ascension/healthcare/price-transparency-files/ok-csv/730579286_st-john-medical-center-inc_standardcharges.csv,https://healthcare.ascension.org/-/media/Healthcare/cms-hpt.txt,https://healthcare.ascension.org/price-transparency,"Ascension St. John Medical Center (St. John Medical Center, Inc.)",2026-09-09T01:43:44.066Z,f703607d7a9bf1315f42aa6a9ac7fc3ef4cb3e220f2c694a293d2ec6eed37b93,0.16666666666666669,200,csv,"St. John Medical Center, Inc.",Ascension St. John Medical Center,1923 S Utica Ave Tulsa OK 74104,OK,mrf-header-identity-and-location-agree,,2026-01-01,3.0.0,date-within-365-days-version-3,2026-09-09T01:49:05.510Z,
230217,OAKLAWN HOSPITAL,https://oaklawnhospital.org/381368347_ella-em-brown-charitable-circle-dba-oaklawn-hospital_standardcharges.csv.zip,https://oaklawnhospital.org/cms-hpt.txt,https://oaklawnhospital.org/tools-resources/price-transparency/,Oaklawn Hospital,2026-09-09T01:44:30.569Z,43c1ae77b2d3508ca4e2509712cb6ef2108a7217b045c870094f9d3fb2f7742e,1,404,,,,,,mrf-header-unreachable,,,,date-unverified,2026-09-09T01:48:58.562Z,
234048,PONTIAC GENERAL HOSPITAL,http://www.pontiacgeneral.com/wp-content/uploads/262512084_pontiac-general-hospital_standardcharges.csv,https://pontiacgeneral.com/cms-hpt.txt,https://www.pontiacgeneral.com/price-transparency,Pontiac General Hospital,2026-09-09T01:44:30.502Z,60383f73a8ae0f6009cf43f3728a6c523bb16800fc49b7645d0b37b292b67c14,1,307,,,,,,mrf-header-unreachable,,,,date-unverified,2026-09-09T01:48:58.614Z,
231305,SAINT MARY'S STANDISH COMMUNITY HOSPITAL,https://healthcare.ascension.org/-/media/project/ascension/healthcare/price-transparency-files/in-csv/351343019_st-marys-warrick-hospital-inc_standardcharges.csv,https://healthcare.ascension.org/-/media/Healthcare/cms-hpt.txt,https://healthcare.ascension.org/price-transparency,"Ascension St. Vincent Warrick (St. Mary's Warrick Hospital, Inc.)",2026-09-09T01:43:44.066Z,f703607d7a9bf1315f42aa6a9ac7fc3ef4cb3e220f2c694a293d2ec6eed37b93,0.43396226415094336,,,,,,,mrf-header-unreachable,,,,date-unverified,2026-09-09T01:49:12.021Z,request deadline exceeded
231305,SAINT MARY'S STANDISH COMMUNITY HOSPITAL,https://healthcare.ascension.org/-/media/project/ascension/healthcare/price-transparency-files/in-csv/350869065_st-marys-health-inc_standardcharges.csv,https://healthcare.ascension.org/-/media/Healthcare/cms-hpt.txt,https://healthcare.ascension.org/price-transparency,"Ascension St. Vincent Evansville (St. Mary's Health, Inc.)",2026-09-09T01:43:44.066Z,f703607d7a9bf1315f42aa6a9ac7fc3ef4cb3e220f2c694a293d2ec6eed37b93,0.37735849056603776,200,csv,"St. Mary's Health, Inc.",Ascension St. Vincent Evansville|Ascension St. Vincent Orthopedic Hospital,"3700 Washington Ave Evansville, IN 47750|10388 Warrick Wellness Trail Newburgh, IN 47630",IN,mrf-header-identity-and-location-agree,,2026-01-01,3.0.0,date-within-365-days-version-3,2026-09-09T01:49:09.180Z,
231331,SPARROW IONIA HOSPITAL,https://www.uofmhealthsparrow.org/sites/default/files/2026-03/um-health-sparrow-ionia-machine-readable-file-03-31-2026.csv,https://www.uofmhealthsparrow.org/cms-hpt.txt,https://www.uofmhealthsparrow.org/patient-resources/financial-resources/standard-charges,University of Michigan Health-Sparrow Ionia,2026-09-09T01:44:30.326Z,84324065af2b59be2d901a4d5709efd06a19a0b67b1c8e475ee438339689c43b,0.46511627906976744,206,csv,University of Michigan Health-Sparrow Ionia ,University of Michigan Health-Sparrow Ionia ,"3565 S State Road, Ionia, MI 48846",CA,mrf-header-does-not-match-unresolved-roster,,2026-04-01,4.1.0,date-within-365-days-version-unverified,2026-09-09T01:48:58.635Z,
231331,SPARROW IONIA HOSPITAL,https://www.uofmhealthsparrow.org/sites/default/files/2026-04/um-health-sparrow-specialty-machine-readable-file-04-08-2026.csv,https://www.uofmhealthsparrow.org/cms-hpt.txt,https://www.uofmhealthsparrow.org/patient-resources/financial-resources/standard-charges,University of Michigan Health-Sparrow Specialty Hospital,2026-09-09T01:44:30.326Z,84324065af2b59be2d901a4d5709efd06a19a0b67b1c8e475ee438339689c43b,0.28260869565217395,206,csv,University of Michigan Health-Sparrow Specialty Hospital,University of Michigan Health-Sparrow Specialty Hospital,"1215 E Michigan Ave, Lansing, MI 48912",CA,mrf-header-does-not-match-unresolved-roster,,2026-04-07,4.0.0,date-within-365-days-version-unverified,2026-09-09T01:48:56.748Z,
231331,SPARROW IONIA HOSPITAL,https://www.uofmhealthsparrow.org/sites/default/files/2026-03/um-health-sparrow-lansing-machine-readable-file-03-31-2026.csv,https://www.uofmhealthsparrow.org/cms-hpt.txt,https://www.uofmhealthsparrow.org/patient-resources/financial-resources/standard-charges,University of Michigan Health-Sparrow Lansing,2026-09-09T01:44:30.326Z,84324065af2b59be2d901a4d5709efd06a19a0b67b1c8e475ee438339689c43b,0.23255813953488372,206,csv,University of Michigan Health-Sparrow Lansing,University of Michigan Health-Sparrow Lansing|University of Michigan Health-St. Lawrence,"1215 E Michigan Ave, Lansing, MI 48912|1210 W Saginaw St, Lansing, MI 48915",CA,mrf-header-does-not-match-unresolved-roster,,2026-04-01,4.2,date-within-365-days-version-unverified,2026-09-09T01:48:56.759Z,
230038,SPECTRUM HEALTH,https://assets.contentstack.io/v3/assets/blt3055f692fe7bf193/blt0f1ce49eb743d06f/381359517_corewell-health-gerber-hospital_standardcharges.csv,https://corewellhealth.org/cms-hpt.txt,https://corewellhealth.org/billing/price-estimates,Corewell Health Gerber,2026-09-09T01:44:29.905Z,d68970f23fc4c614a3ec005f87d47895de4bc496cbe40290c0feee7e5e1fe3df,0.13043478260869565,206,csv,Corewell Health Gerber Hospital,Corewell Health Gerber Hospital,"212 S Sullivan St, Fremont, MI 49412",MI,mrf-header-identity-and-location-agree,,2026-04-01,3.0.0,date-within-365-days-version-3,2026-09-09T01:48:58.891Z,
230038,SPECTRUM HEALTH,https://assets.contentstack.io/v3/assets/blt3055f692fe7bf193/blt9149eef2876519c3/381359266_corewell-health-ludington-hospital_standardcharges.csv,https://corewellhealth.org/cms-hpt.txt,https://corewellhealth.org/billing/price-estimates,Corewell Health Ludington,2026-09-09T01:44:29.905Z,d68970f23fc4c614a3ec005f87d47895de4bc496cbe40290c0feee7e5e1fe3df,0.13043478260869565,206,csv,Corewell Health Ludington Hospital,Corewell Health Ludington Hospital,"One N Atkinson Drive, Ludington, MI 49431",MI,mrf-header-name-without-location,,2026-04-01,3.0.0,date-within-365-days-version-3,2026-09-09T01:48:58.919Z,
230038,SPECTRUM HEALTH,https://assets.contentstack.io/v3/assets/blt3055f692fe7bf193/blt5ac32ebe9fbd7f5f/381360562_corewell-health-pennock-hospital_standardcharges.csv                             contact-name: Corewell Health Price Transparency Team,https://corewellhealth.org/cms-hpt.txt,https://corewellhealth.org/billing/price-estimates,Corewell Health Pennock,2026-09-09T01:44:29.905Z,d68970f23fc4c614a3ec005f87d47895de4bc496cbe40290c0feee7e5e1fe3df,0.13043478260869565,422,,,,,,mrf-header-unreachable,,,,date-unverified,2026-09-09T01:48:56.911Z,
