ccn,hospital_name,state,old_finding,status,website,pointer,identity,file_access,metadata,pointer_url,mrf_url,date,version,source_page,checked_at,recorded_pointer_url,recorded_mrf_url,queue,next_action,evidence_file,evidence_key
210063,UNIVERSITY OF MD ST JOSEPH MEDICAL CENTER,MD,pointer-blocked-to-automation,pointer-or-domain-review,HTTP 403,not retrieved,unresolved,unresolved,unverified,,,,,,2026-09-09T01:44:29.578Z,,,Browser / official-domain review,Open the recorded pointer and official homepage in a browser. Follow the official pricing page; record redirects and exact response. Verify a replacement domain against first-party facility identity before assigning it.,file-evidence.csv,210063
201305,CALAIS COMMUNITY HOSPITAL,ME,compliant-date-unverified,identity-or-format-review,HTTP 200,not retrieved,unresolved,response received,unverified,,,,,,2026-09-09T01:44:29.718Z,,,Identity / parser review,"Compare the file header with roster name, address and license state. Inspect archive contents or metadata beyond the capped header if extraction is incomplete.",file-evidence.csv,201305
204005,MAINEHEALTH BEHAVIORAL HEALTH AT SPRING HARBOR,ME,not-assessed-not-named-in-file,identity-or-format-review,host returned pointer,entries retrieved,unresolved,response received,unverified,https://www.mainehealth.org/cms-hpt.txt,,,,,2026-09-09T01:44:29.812Z,,,Identity / parser review,"Compare the file header with roster name, address and license state. Inspect archive contents or metadata beyond the capped header if extraction is incomplete.",file-evidence.csv,204005
231315,ASCENSION BORGESS LEE HOSPITAL,MI,not-assessed-not-named-in-file,identity-or-format-review,host returned pointer,entries retrieved,unresolved,response received,unverified,https://healthcare.ascension.org/-/media/Healthcare/cms-hpt.txt,,,,,2026-09-09T01:43:44.066Z,,,Identity / parser review,"Compare the file header with roster name, address and license state. Inspect archive contents or metadata beyond the capped header if extraction is incomplete.",file-evidence.csv,231315
230197,ASCENSION GENESYS HOSPITAL,MI,not-assessed-not-named-in-file,identity-or-format-review,host returned pointer,entries retrieved,unresolved,response received,unverified,https://healthcare.ascension.org/-/media/Healthcare/cms-hpt.txt,,,,,2026-09-09T01:43:44.066Z,,,Identity / parser review,"Compare the file header with roster name, address and license state. Inspect archive contents or metadata beyond the capped header if extraction is incomplete.",file-evidence.csv,230197
230019,"ASCENSION PROVIDENCE HOSPITAL, SOUTHFIELD AND NOVI",MI,not-assessed-not-named-in-file,identity-or-format-review,host returned pointer,entries retrieved,unresolved,response received,unverified,https://healthcare.ascension.org/-/media/Healthcare/cms-hpt.txt,,,,,2026-09-09T01:43:44.066Z,,,Identity / parser review,"Compare the file header with roster name, address and license state. Inspect archive contents or metadata beyond the capped header if extraction is incomplete.",file-evidence.csv,230019
230254,ASCENSION PROVIDENCE ROCHESTER HOSPITAL,MI,not-assessed-not-named-in-file,identity-or-format-review,host returned pointer,entries retrieved,unresolved,response received,unverified,https://healthcare.ascension.org/-/media/Healthcare/cms-hpt.txt,,,,,2026-09-09T01:43:44.066Z,,,Identity / parser review,"Compare the file header with roster name, address and license state. Inspect archive contents or metadata beyond the capped header if extraction is incomplete.",file-evidence.csv,230254
230241,ASCENSION RIVER DISTRICT HOSPITAL,MI,not-assessed-not-named-in-file,identity-or-format-review,host returned pointer,entries retrieved,unresolved,response received,unverified,https://healthcare.ascension.org/-/media/Healthcare/cms-hpt.txt,,,,,2026-09-09T01:43:44.066Z,,,Identity / parser review,"Compare the file header with roster name, address and license state. Inspect archive contents or metadata beyond the capped header if extraction is incomplete.",file-evidence.csv,230241
231318,"ASPIRUS IRON RIVER HOSPITAL & CLINICS, INC",MI,mrf-stale-over-365-days,publisher-date-review,host returned pointer,entries retrieved,corroborated,response received,date-over-365-days,https://www.aspirus.org/cms-hpt.txt,https://www.aspirus.org/Uploads/Public/Documents/PriceEstimate/TransparencyFY26/383236977_aspirus-iron-river-hospital_standardcharges.json,2025-07-01,2.2.0,https://www.aspirus.org/price-estimate,2026-09-09T01:48:55.968Z,,,Publisher date review,Review the draft against the saved declared date; request the current file or clarification.,file-evidence.csv,231318
231333,ASPIRUS IRONWOOD HOSPITAL,MI,mrf-stale-over-365-days,identity-or-format-review,host returned pointer,entries retrieved,unresolved,response received,unverified,https://www.aspirus.org/cms-hpt.txt,,,,,2026-09-09T01:44:29.866Z,,,Identity / parser review,"Compare the file header with roster name, address and license state. Inspect archive contents or metadata beyond the capped header if extraction is incomplete.",file-evidence.csv,231333
231319,ASPIRUS KEWEENAW HOSPITAL AND CLINICS,MI,mrf-stale-over-365-days,identity-or-format-review,host returned pointer,entries retrieved,unresolved,response received,unverified,https://www.aspirus.org/cms-hpt.txt,,,,,2026-09-09T01:44:29.866Z,,,Identity / parser review,"Compare the file header with roster name, address and license state. Inspect archive contents or metadata beyond the capped header if extraction is incomplete.",file-evidence.csv,231319
230020,BEAUMONT HOSPITAL - DEARBORN,MI,not-assessed-not-named-in-file,identity-or-format-review,host returned pointer,entries retrieved,unresolved,response received,unverified,https://corewellhealth.org/cms-hpt.txt,,,,,2026-09-09T01:44:29.861Z,,,Identity / parser review,"Compare the file header with roster name, address and license state. Inspect archive contents or metadata beyond the capped header if extraction is incomplete.",file-evidence.csv,230020
230151,BEAUMONT HOSPITAL - FARMINGTON HILLS,MI,pointer-lists-no-mrf-url,identity-or-format-review,host returned pointer,entries retrieved,unresolved,response received,unverified,https://corewellhealth.org/cms-hpt.txt,,,,,2026-09-09T01:44:29.861Z,,,Identity / parser review,"Compare the file header with roster name, address and license state. Inspect archive contents or metadata beyond the capped header if extraction is incomplete.",file-evidence.csv,230151
230089,BEAUMONT HOSPITAL - GROSSE POINTE,MI,not-assessed-not-named-in-file,identity-or-format-review,host returned pointer,entries retrieved,unresolved,response received,unverified,https://corewellhealth.org/cms-hpt.txt,,,,,2026-09-09T01:44:29.861Z,,,Identity / parser review,"Compare the file header with roster name, address and license state. Inspect archive contents or metadata beyond the capped header if extraction is incomplete.",file-evidence.csv,230089
230270,BEAUMONT HOSPITAL - TAYLOR,MI,not-assessed-not-named-in-file,identity-or-format-review,host returned pointer,entries retrieved,unresolved,response received,unverified,https://corewellhealth.org/cms-hpt.txt,,,,,2026-09-09T01:44:29.861Z,,,Identity / parser review,"Compare the file header with roster name, address and license state. Inspect archive contents or metadata beyond the capped header if extraction is incomplete.",file-evidence.csv,230270
230269,"BEAUMONT HOSPITAL, TROY",MI,not-assessed-not-named-in-file,identity-or-format-review,host returned pointer,entries retrieved,unresolved,response received,unverified,https://corewellhealth.org/cms-hpt.txt,,,,,2026-09-09T01:44:29.861Z,,,Identity / parser review,"Compare the file header with roster name, address and license state. Inspect archive contents or metadata beyond the capped header if extraction is incomplete.",file-evidence.csv,230269
230117,BORGESS MEDICAL CENTER,MI,not-assessed-not-named-in-file,identity-or-format-review,host returned pointer,entries retrieved,unresolved,response received,unverified,https://healthcare.ascension.org/-/media/Healthcare/cms-hpt.txt,,,,,2026-09-09T01:43:44.066Z,,,Identity / parser review,"Compare the file header with roster name, address and license state. Inspect archive contents or metadata beyond the capped header if extraction is incomplete.",file-evidence.csv,230117
231339,COREWELL HEALTH PENNOCK HOSPITAL,MI,mrf-url-unreachable,file-access-review,host returned pointer,entries retrieved,unresolved,unresolved,unverified,https://corewellhealth.org/cms-hpt.txt,,,,,2026-09-09T01:44:29.905Z,,,Browser file retrieval,"Open the pointer-declared file in a browser. Record the final URL, status and download evidence. A failed automated request alone does not establish that the file is unavailable.",file-evidence.csv,231339
231311,DECKERVILLE COMMUNITY HOSPITAL,MI,mrf-stale-over-365-days,publisher-date-review,host returned pointer,entries retrieved,corroborated,response received,date-over-365-days,https://aspirerhs.org/cms-hpt.txt,https://aspirerhs.org/wp-content/uploads/2024/07/381415390_deckerville-community-hospital_standardcharges.csv,2025-01-15,2.0.0,https://aspirerhs.org/billing/,2026-09-09T01:48:56.433Z,,,Publisher date review,Review the draft against the saved declared date; request the current file or clarification.,file-evidence.csv,231311
230055,DICKINSON COUNTY MEMORIAL HOSPITAL,MI,not-assessed-not-named-in-file,identity-or-format-review,host returned pointer,entries retrieved,unresolved,response received,unverified,https://www.marshfieldclinic.org/cms-hpt.txt,,,,,2026-09-09T01:44:31.198Z,,,Identity / parser review,"Compare the file header with roster name, address and license state. Inspect archive contents or metadata beyond the capped header if extraction is incomplete.",file-evidence.csv,230055
230230,EDWARD W SPARROW HOSPITAL,MI,not-assessed-not-named-in-file,identity-or-format-review,host returned pointer,entries retrieved,unresolved,response received,unverified,https://www.uofmhealthsparrow.org/cms-hpt.txt,,,,,2026-09-09T01:44:30.326Z,,,Identity / parser review,"Compare the file header with roster name, address and license state. Inspect archive contents or metadata beyond the capped header if extraction is incomplete.",file-evidence.csv,230230
230275,HEALTHSOURCE SAGINAW,MI,old-template-version,publisher-template-review,host returned pointer,entries retrieved,corroborated,response received,date-within-365-days-older-version,https://healthsourcesaginaw.org/cms-hpt.txt,https://www.healthsourcesaginaw.org/wp-content/uploads/2026/01/386004889_healthsource-saginaw_standardcharges.csv,2026-01-06,2.0.0,https://www.healthsourcesaginaw.org,2026-09-09T01:48:56.903Z,,,Publisher metadata review,Review the draft against the saved header and current CMS data dictionary; request the current file or clarification.,file-evidence.csv,230275
231316,HILLS & DALES GENERAL HOSPITAL,MI,mrf-stale-over-365-days,publisher-date-review,host returned pointer,entries retrieved,corroborated,response received,date-over-365-days,https://aspirerhs.org/cms-hpt.txt,https://aspirerhs.org/wp-content/uploads/2024/07/381619577_hills-and-dales-general-hospital_standardcharges.csv,2025-01-01,2.0.0,https://aspirerhs.org/billing/,2026-09-09T01:48:57.003Z,,,Publisher date review,Review the draft against the saved declared date; request the current file or clarification.,file-evidence.csv,231316
231330,MARLETTE REGIONAL HOSPITAL,MI,mrf-stale-over-365-days,publisher-date-review,host returned pointer,entries retrieved,corroborated,response received,date-over-365-days,https://aspirerhs.org/cms-hpt.txt,https://aspirerhs.org/wp-content/uploads/2024/07/381507302_marlette-regional-hospital_standardcharges.csv,2025-01-25,2.0.0,https://aspirerhs.org/billing/,2026-09-09T01:48:57.012Z,,,Publisher date review,Review the draft against the saved declared date; request the current file or clarification.,file-evidence.csv,231330
231314,MCKENZIE HEALTH SYSTEM,MI,mrf-stale-over-365-days,publisher-date-review,host returned pointer,entries retrieved,corroborated,response received,date-over-365-days,https://www.mckenziehealth.org/cms-hpt.txt,https://www.mckenziehealth.org/documents/content/standard%20charges/381738615_McKenzie-Memorial-Hospital_standardcharges.csv,2025-05-31,2.0.0,https://www.mckenziehealth.org/patients-visitors/billing-insurance/,2026-09-09T01:48:57.052Z,,,Publisher date review,Review the draft against the saved declared date; request the current file or clarification.,file-evidence.csv,231314
231308,MUNISING MEMORIAL HOSPITAL,MI,compliant-date-unverified,identity-or-format-review,host returned pointer,entries retrieved,unresolved,response received,unverified,https://munisingmemorial.org/cms-hpt.txt,,,,,2026-09-09T01:44:30.207Z,,,Identity / parser review,"Compare the file header with roster name, address and license state. Inspect archive contents or metadata beyond the capped header if extraction is incomplete.",file-evidence.csv,231308
230077,MYMICHIGAN MEDICAL CENTER SAGINAW,MI,not-assessed-not-named-in-file,identity-or-format-review,host returned pointer,entries retrieved,unresolved,response received,unverified,https://healthcare.ascension.org/-/media/Healthcare/cms-hpt.txt,,,,,2026-09-09T01:43:44.066Z,,,Identity / parser review,"Compare the file header with roster name, address and license state. Inspect archive contents or metadata beyond the capped header if extraction is incomplete.",file-evidence.csv,230077
230217,OAKLAWN HOSPITAL,MI,mrf-url-unreachable,file-access-review,host returned pointer,entries retrieved,unresolved,unresolved,unverified,https://oaklawnhospital.org/cms-hpt.txt,,,,,2026-09-09T01:44:30.569Z,,,Browser file retrieval,"Open the pointer-declared file in a browser. Record the final URL, status and download evidence. A failed automated request alone does not establish that the file is unavailable.",file-evidence.csv,230217
234048,PONTIAC GENERAL HOSPITAL,MI,compliant-date-unverified,file-access-review,host returned pointer,entries retrieved,unresolved,unresolved,unverified,https://pontiacgeneral.com/cms-hpt.txt,,,,,2026-09-09T01:44:30.502Z,,,Browser file retrieval,"Open the pointer-declared file in a browser. Record the final URL, status and download evidence. A failed automated request alone does not establish that the file is unavailable.",file-evidence.csv,234048
231305,SAINT MARY'S STANDISH COMMUNITY HOSPITAL,MI,not-assessed-not-named-in-file,identity-or-format-review,host returned pointer,entries retrieved,unresolved,response received,unverified,https://healthcare.ascension.org/-/media/Healthcare/cms-hpt.txt,,,,,2026-09-09T01:43:44.066Z,,,Identity / parser review,"Compare the file header with roster name, address and license state. Inspect archive contents or metadata beyond the capped header if extraction is incomplete.",file-evidence.csv,231305
231331,SPARROW IONIA HOSPITAL,MI,not-assessed-not-named-in-file,identity-or-format-review,host returned pointer,entries retrieved,unresolved,response received,unverified,https://www.uofmhealthsparrow.org/cms-hpt.txt,,,,,2026-09-09T01:44:30.326Z,,,Identity / parser review,"Compare the file header with roster name, address and license state. Inspect archive contents or metadata beyond the capped header if extraction is incomplete.",file-evidence.csv,231331
230038,SPECTRUM HEALTH,MI,not-assessed-not-named-in-file,identity-or-format-review,host returned pointer,entries retrieved,unresolved,response received,unverified,https://corewellhealth.org/cms-hpt.txt,,,,,2026-09-09T01:44:29.905Z,,,Identity / parser review,"Compare the file header with roster name, address and license state. Inspect archive contents or metadata beyond the capped header if extraction is incomplete.",file-evidence.csv,230038
230035,SPECTRUM HEALTH UNITED HOSPITAL,MI,not-assessed-not-named-in-file,identity-or-format-review,host returned pointer,entries retrieved,unresolved,response received,unverified,https://corewellhealth.org/cms-hpt.txt,,,,,2026-09-09T01:44:29.905Z,,,Identity / parser review,"Compare the file header with roster name, address and license state. Inspect archive contents or metadata beyond the capped header if extraction is incomplete.",file-evidence.csv,230035
230002,ST JOE MERCY HOSPITAL SYSTEM LIVONIA,MI,not-assessed-not-named-in-file,identity-or-format-review,host returned pointer,entries retrieved,unresolved,response received,unverified,https://www.trinityhealthmichigan.org/sites/default/files/cms-hpt.txt,,,,,2026-09-09T01:44:30.580Z,,,Identity / parser review,"Compare the file header with roster name, address and license state. Inspect archive contents or metadata beyond the capped header if extraction is incomplete.",file-evidence.csv,230002
230100,TAWAS ST JOSEPH HOSPITAL,MI,not-assessed-not-named-in-file,identity-or-format-review,host returned pointer,entries retrieved,unresolved,response received,unverified,https://healthcare.ascension.org/-/media/Healthcare/cms-hpt.txt,,,,,2026-09-09T01:43:44.066Z,,,Identity / parser review,"Compare the file header with roster name, address and license state. Inspect archive contents or metadata beyond the capped header if extraction is incomplete.",file-evidence.csv,230100
231327,UNIVERSITY OF MICHIGAN HEALTH - SPARROW EATON,MI,not-assessed-not-named-in-file,identity-or-format-review,host returned pointer,entries retrieved,unresolved,response received,unverified,https://www.uofmhealthsparrow.org/cms-hpt.txt,,,,,2026-09-09T01:44:30.326Z,,,Identity / parser review,"Compare the file header with roster name, address and license state. Inspect archive contents or metadata beyond the capped header if extraction is incomplete.",file-evidence.csv,231327
231326,UNIVERSITY OF MICHIGAN HEALTH- SPARROW CLINTON,MI,not-assessed-not-named-in-file,identity-or-format-review,host returned pointer,entries retrieved,unresolved,response received,unverified,https://www.uofmhealthsparrow.org/cms-hpt.txt,,,,,2026-09-09T01:44:30.326Z,,,Identity / parser review,"Compare the file header with roster name, address and license state. Inspect archive contents or metadata beyond the capped header if extraction is incomplete.",file-evidence.csv,231326
230208,UNIVERSITY OF MICHIGAN HEALTH-SPARROW CARSON,MI,not-assessed-not-named-in-file,identity-or-format-review,host returned pointer,entries retrieved,unresolved,response received,unverified,https://www.uofmhealthsparrow.org/cms-hpt.txt,,,,,2026-09-09T01:44:30.326Z,,,Identity / parser review,"Compare the file header with roster name, address and license state. Inspect archive contents or metadata beyond the capped header if extraction is incomplete.",file-evidence.csv,230208
230146,WYANDOTTE HOSPITAL AND MEDICAL CENTER,MI,not-assessed-not-named-in-file,identity-or-format-review,host returned pointer,entries retrieved,unresolved,response received,unverified,https://www.henryford.com/cms-hpt.txt,,,,,2026-09-09T01:44:31.929Z,,,Identity / parser review,"Compare the file header with roster name, address and license state. Inspect archive contents or metadata beyond the capped header if extraction is incomplete.",file-evidence.csv,230146
241308,ASPIRUS LAKE VIEW HOSPITAL,MN,mrf-stale-over-365-days,publisher-date-review,host returned pointer,entries retrieved,corroborated,response received,date-over-365-days,https://www.aspirus.org/cms-hpt.txt,https://www.aspirus.org/Uploads/Public/Documents/PriceEstimate/TransparencyFY26/410786046_aspirus-lake-view-hospital_standardcharges.json,2025-07-01,2.2.0,https://www.aspirus.org/price-estimate,2026-09-09T01:49:08.320Z,,,Publisher date review,Review the draft against the saved declared date; request the current file or clarification.,file-evidence.csv,241308
241343,AVERA GRANITE FALLS,MN,old-template-version,pointer-or-domain-review,HTTP 403,not retrieved,unresolved,unresolved,unverified,,,,,,2026-09-09T01:43:39.479Z,,,Browser / official-domain review,Open the recorded pointer and official homepage in a browser. Follow the official pricing page; record redirects and exact response. Verify a replacement domain against first-party facility identity before assigning it.,file-evidence.csv,241343
241359,AVERA MARSHALL REGIONAL MEDICAL CTR,MN,old-template-version,pointer-or-domain-review,HTTP 403,not retrieved,unresolved,unresolved,unverified,,,,,,2026-09-09T01:43:39.479Z,,,Browser / official-domain review,Open the recorded pointer and official homepage in a browser. Follow the official pricing page; record redirects and exact response. Verify a replacement domain against first-party facility identity before assigning it.,file-evidence.csv,241359
241348,AVERA TYLER HOSPITAL,MN,old-template-version,pointer-or-domain-review,HTTP 403,not retrieved,unresolved,unresolved,unverified,,,,,,2026-09-09T01:43:39.479Z,,,Browser / official-domain review,Open the recorded pointer and official homepage in a browser. Follow the official pricing page; record redirects and exact response. Verify a replacement domain against first-party facility identity before assigning it.,file-evidence.csv,241348
241316,BIGFORK VALLEY HOSPITAL,MN,mrf-stale-over-365-days,identity-or-format-review,host returned pointer,entries retrieved,unresolved,response received,unverified,https://bigforkvalley.org/cms-hpt.txt,,,,,2026-09-09T01:44:30.889Z,,,Identity / parser review,"Compare the file header with roster name, address and license state. Inspect archive contents or metadata beyond the capped header if extraction is incomplete.",file-evidence.csv,241316
244015,COMMUNITY BEHAVIORAL HEALTH HOSPITAL - BAXTER,MN,not-assessed-not-named-in-file,pointer-or-domain-review,HTTP 403,not retrieved,unresolved,unresolved,unverified,,,,,,2026-09-09T01:44:04.573Z,,,Browser / official-domain review,Open the recorded pointer and official homepage in a browser. Follow the official pricing page; record redirects and exact response. Verify a replacement domain against first-party facility identity before assigning it.,file-evidence.csv,244015
241350,ESSENTIA HEALTH MOOSE LAKE,MN,old-template-version,identity-or-format-review,host returned pointer,entries retrieved,unresolved,response received,unverified,https://www.essentiahealth.org/cms-hpt.txt,,,,,2026-09-09T01:44:31.011Z,,,Identity / parser review,"Compare the file header with roster name, address and license state. Inspect archive contents or metadata beyond the capped header if extraction is incomplete.",file-evidence.csv,241350
241301,LAKEWOOD HEALTH CENTER,MN,not-assessed-site-unreachable,pointer-or-domain-review,HTTP getaddrinfo EAI_AGAIN lakewoodhealthcenter.org,not retrieved,unresolved,unresolved,unverified,,,,,,2026-09-09T01:44:31.365Z,,,Browser / official-domain review,Open the recorded pointer and official homepage in a browser. Follow the official pricing page; record redirects and exact response. Verify a replacement domain against first-party facility identity before assigning it.,file-evidence.csv,241301
241319,MURRAY COUNTY MEMORIAL HOSPITAL,MN,not-assessed-not-named-in-file,identity-or-format-review,host returned pointer,entries retrieved,unresolved,response received,unverified,https://pushmatahahospital.com/cms-hpt.txt,,,,,2026-09-09T01:44:31.826Z,,,Identity / parser review,"Compare the file header with roster name, address and license state. Inspect archive contents or metadata beyond the capped header if extraction is incomplete.",file-evidence.csv,241319
240053,PARK NICOLLET METHODIST HOSPITAL,MN,not-assessed-not-named-in-file,identity-or-format-review,host returned pointer,entries retrieved,unresolved,response received,unverified,https://www.healthpartners.com/cms-hpt.txt,,,,,2026-09-09T01:44:33.315Z,,,Identity / parser review,"Compare the file header with roster name, address and license state. Inspect archive contents or metadata beyond the capped header if extraction is incomplete.",file-evidence.csv,240053
241374,PIPESTONE COUNTY  MEDICAL CENTER,MN,old-template-version,pointer-or-domain-review,HTTP 403,not retrieved,unresolved,unresolved,unverified,,,,,,2026-09-09T01:43:39.479Z,,,Browser / official-domain review,Open the recorded pointer and official homepage in a browser. Follow the official pricing page; record redirects and exact response. Verify a replacement domain against first-party facility identity before assigning it.,file-evidence.csv,241374
241320,RIVERVIEW HOSPITAL,MN,mrf-url-unreachable,pointer-or-domain-review,HTTP 200,not retrieved,unresolved,unresolved,unverified,,,,,,2026-09-09T01:44:43.494Z,,,Browser / official-domain review,Open the recorded pointer and official homepage in a browser. Follow the official pricing page; record redirects and exact response. Verify a replacement domain against first-party facility identity before assigning it.,file-evidence.csv,241320
241377,ST FRANCIS MEDICAL CENTER,MN,mrf-url-unreachable,pointer-or-domain-review,HTTP 200,not retrieved,unresolved,unresolved,unverified,,,,,,2026-09-09T01:44:43.339Z,,,Browser / official-domain review,Open the recorded pointer and official homepage in a browser. Follow the official pricing page; record redirects and exact response. Verify a replacement domain against first-party facility identity before assigning it.,file-evidence.csv,241377
240047,ST LUKES HOSPITAL,MN,mrf-stale-over-365-days,publisher-date-review,host returned pointer,entries retrieved,corroborated,response received,date-over-365-days,https://www.aspirus.org/cms-hpt.txt,https://www.aspirus.org/Uploads/Public/Documents/PriceEstimate/TransparencyFY26/410714079_aspirus-st-lukes-hospital_standardcharges.json,2025-07-01,2.2.0,https://www.aspirus.org/price-estimate,2026-09-09T01:49:09.093Z,,,Publisher date review,Review the draft against the saved declared date; request the current file or clarification.,file-evidence.csv,240047
261332,CARROLL COUNTY MEMORIAL HOSPITAL,MO,mrf-stale-over-365-days,identity-or-format-review,host returned pointer,entries retrieved,unresolved,response received,unverified,https://www.carrollcountyhospital.org/cms-hpt.txt,,,,,2026-09-09T01:44:33.669Z,,,Identity / parser review,"Compare the file header with roster name, address and license state. Inspect archive contents or metadata beyond the capped header if extraction is incomplete.",file-evidence.csv,261332
261303,COMMUNITY HOSPITAL ASSOCIATION,MO,mrf-url-unreachable,file-access-review,host returned pointer,entries retrieved,unresolved,unresolved,unverified,https://fairfaxmed.com/cms-hpt.txt,,,,,2026-09-09T01:44:33.420Z,,,Browser file retrieval,"Open the pointer-declared file in a browser. Record the final URL, status and download evidence. A failed automated request alone does not establish that the file is unavailable.",file-evidence.csv,261303
260137,FREEMAN HEALTH SYSTEM - FREEMAN WEST,MO,mrf-stale-over-365-days,pointer-or-domain-review,HTTP 200,not retrieved,unresolved,unresolved,unverified,,,,,,2026-09-09T01:44:43.434Z,,,Browser / official-domain review,Open the recorded pointer and official homepage in a browser. Follow the official pricing page; record redirects and exact response. Verify a replacement domain against first-party facility identity before assigning it.,file-evidence.csv,260137
261331,FREEMAN NEOSHO HOSPITAL,MO,mrf-stale-over-365-days,pointer-or-domain-review,HTTP 200,not retrieved,unresolved,unresolved,unverified,,,,,,2026-09-09T01:44:43.434Z,,,Browser / official-domain review,Open the recorded pointer and official homepage in a browser. Follow the official pricing page; record redirects and exact response. Verify a replacement domain against first-party facility identity before assigning it.,file-evidence.csv,261331
260175,GOLDEN VALLEY MEMORIAL HOSPITAL,MO,no-cms-hpt-txt-published,pointer-or-domain-review,HTTP 200,not retrieved,unresolved,unresolved,unverified,,,,,,2026-09-09T01:44:43.324Z,,,Browser / official-domain review,Open the recorded pointer and official homepage in a browser. Follow the official pricing page; record redirects and exact response. Verify a replacement domain against first-party facility identity before assigning it.,file-evidence.csv,260175
260025,HANNIBAL REGIONAL HOSPITAL,MO,mrf-url-unreachable,pointer-or-domain-review,HTTP 200,not retrieved,unresolved,unresolved,unverified,,,,,,2026-09-09T01:44:43.431Z,,,Browser / official-domain review,Open the recorded pointer and official homepage in a browser. Follow the official pricing page; record redirects and exact response. Verify a replacement domain against first-party facility identity before assigning it.,file-evidence.csv,260025
261302,MADISON MEDICAL CENTER,MO,mrf-stale-over-365-days,metadata-or-pointer-review,HTTP 200,not retrieved,unresolved,response received,unverified,,,,,,2026-09-09T01:44:43.689Z,,,Pointer / metadata review,Inspect the corroborated file and official pointer separately. Resolve missing or conflicting metadata and multiple file candidates before promoting.,file-evidence.csv,261302
260110,MERCY HOSPITAL SOUTHEAST,MO,not-assessed-not-named-in-file,pointer-or-domain-review,HTTP 200,not retrieved,unresolved,unresolved,unverified,,,,,,2026-09-09T01:43:53.994Z,,,Browser / official-domain review,Open the recorded pointer and official homepage in a browser. Follow the official pricing page; record redirects and exact response. Verify a replacement domain against first-party facility identity before assigning it.,file-evidence.csv,260110
260061,NEVADA REGIONAL MEDICAL CENTER,MO,mrf-stale-over-365-days,publisher-date-review,host returned pointer,entries retrieved,corroborated,response received,date-over-365-days,https://irp.cdn-website.com/5b92682e/files/uploaded/cms-hpt-4ab8d9db.txt,https://www.nrmchealth.com/pricing-transparency-mrf-url,2025-01-14,2.0.0,https://www.nrmchealth.com/pricing-transparency,2026-09-09T01:49:09.630Z,,,Publisher date review,Review the draft against the saved declared date; request the current file or clarification.,file-evidence.csv,260061
261307,PERSHING MEMORIAL HOSPITAL,MO,mrf-stale-over-365-days,publisher-date-review,host returned pointer,entries retrieved,corroborated,response received,date-over-365-days,https://phsmo.org/cms-hpt.txt,https://hospitalpricetransparencyfiles.com/general-john-j-pershing-memorial-hospital-association/430715842_General-John-J-Pershing-Memorial-Hospital-Association_standardcharges.csv,2025-06-13,3.0.0,https://www.ezcost.info/pershing-memorial-hospital,2026-09-09T01:49:09.772Z,,,Publisher date review,Review the draft against the saved declared date; request the current file or clarification.,file-evidence.csv,261307
260017,PHELPS COUNTY REGIONAL MEDICAL CENTER,MO,not-assessed-site-unreachable,pointer-or-domain-review,HTTP Hostname/IP does not match certificate's altnames: Host: cdmpricing.com. is not in the cert's altnames: DNS:*.azureedge.net,not retrieved,unresolved,unresolved,unverified,,,,,,2026-09-09T01:44:46.581Z,,,Browser / official-domain review,Open the recorded pointer and official homepage in a browser. Follow the official pricing page; record redirects and exact response. Verify a replacement domain against first-party facility identity before assigning it.,file-evidence.csv,260017
261305,PUTNAM COUNTY MEMORIAL HOSPITAL,MO,not-assessed-site-unreachable,identity-or-format-review,HTTP 200,not retrieved,unresolved,response received,unverified,,,,,,2026-09-09T01:44:47.111Z,,,Identity / parser review,"Compare the file header with roster name, address and license state. Inspect archive contents or metadata beyond the capped header if extraction is incomplete.",file-evidence.csv,261305
260097,WESTERN MISSOURI MEDICAL CENTER,MO,mrf-stale-over-365-days,publisher-date-review,host returned pointer,entries retrieved,corroborated,response received,date-over-365-days,https://wmmc.com/cms-hpt.txt,https://wmmc.com/wp-content/uploads/2024/11/440665266_western-missouri-medical-center_standardcharges.csv,2024-12-01,2.2.0,https://wmmc.com/price-transparency/,2026-09-09T01:49:09.923Z,,,Publisher date review,Review the draft against the saved declared date; request the current file or clarification.,file-evidence.csv,260097
