ccn,hospital_name,state,old_finding,status,website,pointer,identity,file_access,metadata,pointer_url,mrf_url,date,version,source_page,checked_at,previous_status,methods,blocker,blocker_details,browser_observation,next_action
390093,INDEPENDENCE HEALTH SYSTEM CLARION HOSPITAL,PA,not-assessed-not-named-in-file,identity-or-format-review,response received,entries retrieved,unresolved,response received,unverified,https://www.butlerhealthsystem.org/cms-hpt.txt,,,,,2026-09-09T02:13:21.786Z,identity-or-format-review,native,facility-identity-or-metadata-unresolved,mrf-header-does-not-match-unresolved-roster,,Compare facility identity and inspect unparsed metadata
390116,SUBURBAN COMMUNITY HOSPITAL,PA,not-assessed-not-named-in-file,identity-or-format-review,response received,entries retrieved,unresolved,response received,unverified,https://suburbanhosp.org/cms-hpt.txt,,,,,2026-09-09T02:13:30.826Z,identity-or-format-review,native,facility-identity-or-metadata-unresolved,header-matches-other-roster-hospital,,Compare facility identity and inspect unparsed metadata
390168,INDEPENDENCE HEALTH SYSTEM BUTLER MEMORIAL HOSPITA,PA,not-assessed-not-named-in-file,identity-or-format-review,response received,entries retrieved,unresolved,response received,unverified,https://www.butlerhealthsystem.org/cms-hpt.txt,,,,,2026-09-09T02:13:21.786Z,identity-or-format-review,native,facility-identity-or-metadata-unresolved,mrf-header-does-not-match-unresolved-roster,,Compare facility identity and inspect unparsed metadata
390219,EXCELA HEALTH LATROBE HOSPITAL,PA,not-assessed-not-named-in-file,identity-or-format-review,response received,entries retrieved,unresolved,response received,unverified,https://www.excelahealth.org/cms-hpt.txt,,,,,2026-09-09T02:13:34.509Z,identity-or-format-review,native,facility-identity-or-metadata-unresolved,mrf-header-does-not-match-unresolved-roster,,Compare facility identity and inspect unparsed metadata
390270,GEISINGER WYOMING VALLEY MEDICAL CENTER,PA,compliant-date-unverified,identity-or-format-review,response received,entries retrieved,unresolved,response received,unverified,https://www.geisinger.org/cms-hpt.txt,,,,,2026-09-09T02:13:22.176Z,identity-or-format-review,native,facility-identity-or-metadata-unresolved,metadata-incomplete-or-request-failed | mrf-header-has-no-license-state,,Compare facility identity and inspect unparsed metadata
390272,VALLEY FORGE MEDICAL CENTER,PA,old-template-version,identity-or-format-review,response received,entries retrieved,unresolved,response received,unverified,https://cdn.prod.website-files.com/6684743004f3e45bc8afff2e/693883d6049ac7d72bb67020_cms-hpt.txt,,,,,2026-09-09T02:13:33.153Z,identity-or-format-review,native,facility-identity-or-metadata-unresolved,mrf-header-does-not-match-unresolved-roster,,Compare facility identity and inspect unparsed metadata
390325,OSS ORTHOPAEDIC HOSPITAL,PA,compliant-date-unverified,identity-or-format-review,response received,entries retrieved,corroborated,response received,date-within-365-days-version-3,https://osshealth.com/cms-hpt.txt,https://osshealth.com/uploads/docs/800458999_oss-orthopaedic-hospital_standardcharges_2026-04-09-171951_gboz.csv,2026-04-01,3.0.0,,2026-09-09T02:29:58.950Z,identity-or-format-review,native|curl|glm-5.3-flash,official-pointer-or-metadata-unresolved,metadata-incomplete-or-request-failed | mrf-header-has-no-license-state | request timeout,,Resolve official pointer linkage or conflicting metadata
394052,HAVEN BEHAVIORAL HOSPITAL OF EASTERN PENNSYLVANIA,PA,mrf-stale-over-365-days,identity-or-format-review,response received,not retrieved,corroborated,response received,date-within-365-days-version-3,,https://oceanshealthcare.com/wp-content/uploads/2026/07/272799973_Haven-Behavioral-Hospital-of-Eastern-Pennsylvania_standardcharges.csv,2026-04-01,3.0.0,,2026-09-09T02:27:59.670Z,identity-or-format-review,native,official-pointer-or-metadata-unresolved,header-matches-other-roster-hospital | mrf-header-name-without-location | mrf-header-does-not-match-unresolved-roster | metadata-incomplete-or-request-failed | HTTP 404,,Resolve official pointer linkage or conflicting metadata
400006,DOCTORS' CENTER HOSPITAL SAN JUAN,PR,compliant-date-unverified,identity-or-format-review,response received,entries retrieved,unresolved,response received,unverified,https://www.doctorscenterhospital.com/cms-hpt.txt,,,,,2026-09-09T02:13:33.414Z,identity-or-format-review,native,facility-identity-or-metadata-unresolved,mrf-header-name-without-location,,Compare facility identity and inspect unparsed metadata
400118,"DOCTORS' CENTER HOSPITAL, INC",PR,compliant-date-unverified,identity-or-format-review,response received,entries retrieved,unresolved,response received,unverified,https://www.doctorscenterhospital.com/cms-hpt.txt,,,,,2026-09-09T02:13:33.414Z,identity-or-format-review,native,facility-identity-or-metadata-unresolved,header-matches-other-roster-hospital | mrf-header-does-not-match-unresolved-roster,,Compare facility identity and inspect unparsed metadata
400132,DOCTORS CENTER HOSPITAL  CAROLINA LLC,PR,compliant-date-unverified,identity-or-format-review,response received,entries retrieved,unresolved,response received,unverified,https://www.doctorscenterhospital.com/cms-hpt.txt,,,,,2026-09-09T02:13:33.414Z,identity-or-format-review,native,facility-identity-or-metadata-unresolved,header-matches-other-roster-hospital | mrf-header-does-not-match-unresolved-roster,,Compare facility identity and inspect unparsed metadata
420051,MCLEOD REGIONAL MEDICAL CENTER-PEE DEE,SC,not-assessed-not-named-in-file,identity-or-format-review,response received,entries retrieved,unresolved,response received,unverified,https://www.mcleodhealth.org/cms-hpt.txt,,,,,2026-09-09T02:13:33.379Z,identity-or-format-review,native,facility-identity-or-metadata-unresolved,mrf-header-does-not-match-unresolved-roster | header-matches-other-roster-hospital,,Compare facility identity and inspect unparsed metadata
431314,BENNETT COUNTY HOSPITAL AND NURSING HOME - CAH,SD,mrf-stale-over-365-days,identity-or-format-review,response received,entries retrieved,unresolved,response received,unverified,https://bennettcountyhospital.com/cms-hpt.txt,,,,,2026-09-09T02:13:33.423Z,identity-or-format-review,native,facility-identity-or-metadata-unresolved,mrf-header-name-without-location,,Compare facility identity and inspect unparsed metadata
431319,HANS P PETERSON MEMORIAL HOSPITAL - CAH,SD,mrf-stale-over-365-days,identity-or-format-review,response received,entries retrieved,unresolved,response received,unverified,https://www.philiphealthservices.com/cms-hpt.txt,,,,,2026-09-09T02:13:33.428Z,identity-or-format-review,native,facility-identity-or-metadata-unresolved,mrf-header-does-not-match-unresolved-roster,,Compare facility identity and inspect unparsed metadata
431322,FALL RIVER HOSPITAL - CAH,SD,compliant-date-unverified,identity-or-format-review,response received,entries retrieved,unresolved,response received,unverified,https://www.frhssd.org/cms-hpt.txt,,,,,2026-09-09T02:13:45.585Z,identity-or-format-review,native,facility-identity-or-metadata-unresolved,mrf-header-does-not-match-unresolved-roster,,Compare facility identity and inspect unparsed metadata
440058,SOUTHERN TENNESSEE REGIONAL HEALTH SYSTEM WINCHEST,TN,not-assessed-not-named-in-file,identity-or-format-review,response received,entries retrieved,unresolved,response received,unverified,https://www.highpointhealthsystem.com/cms-hpt.txt,,,,,2026-09-09T02:13:46.035Z,identity-or-format-review,native|curl,facility-identity-or-metadata-unresolved,"mrf-header-does-not-match-unresolved-roster | curl: (28) Resolving timed out after 8013 milliseconds
 | metadata-incomplete-or-request-failed | request timeout | mrf-header-has-no-license-state",,Compare facility identity and inspect unparsed metadata
440060,WEST TENNESSEE HEALTHCARE MILAN HOSPITAL,TN,no-cms-hpt-txt-published,identity-or-format-review,response received,not retrieved,corroborated,response received,date-within-365-days-version-3,,https://www.wth.org/wp-content/uploads/standard-charges/62-1753289_MH_Standard_Charges.csv,2026-06-02,3.0.0,,2026-09-09T02:26:37.257Z,identity-or-format-review,native,official-pointer-or-metadata-unresolved,header-matches-other-roster-hospital | ambiguous-mrf-header-identity | mrf-header-does-not-match-unresolved-roster | metadata-incomplete-or-request-failed | mrf-header-has-no-license-state,,Resolve official pointer linkage or conflicting metadata
440061,VOLUNTEER COMMUNITY HOSPITAL,TN,no-cms-hpt-txt-published,identity-or-format-review,response received,not retrieved,unresolved,response received,unverified,,,,,,2026-09-09T02:11:15.066Z,identity-or-format-review,native,facility-identity-or-metadata-unresolved,header-matches-other-roster-hospital | ambiguous-mrf-header-identity | mrf-header-does-not-match-unresolved-roster | metadata-incomplete-or-request-failed | mrf-header-has-no-license-state,,Compare facility identity and inspect unparsed metadata
440072,DYERSBURG REGIONAL MEDICAL CENTER,TN,no-cms-hpt-txt-published,identity-or-format-review,response received,not retrieved,unresolved,response received,unverified,,,,,,2026-09-09T02:11:15.066Z,identity-or-format-review,native|glm-5.3-flash|web-search-verification,facility-identity-or-metadata-unresolved,header-matches-other-roster-hospital | ambiguous-mrf-header-identity | mrf-header-does-not-match-unresolved-roster | metadata-incomplete-or-request-failed | mrf-header-has-no-license-state,,Compare facility identity and inspect unparsed metadata
440091,"MEMORIAL HEALTHCARE SYSTEM, INC",TN,not-assessed-not-named-in-file,identity-or-format-review,response received,entries retrieved,unresolved,response received,unverified,https://www.commonspirit.org/cms-hpt.txt,,,,,2026-09-09T02:11:29.061Z,identity-or-format-review,native,facility-identity-or-metadata-unresolved,mrf-header-does-not-match-unresolved-roster | header-matches-other-roster-hospital,,Compare facility identity and inspect unparsed metadata
440104,ERLANGER MEDICAL CENTER,TN,not-assessed-not-named-in-file,identity-or-format-review,response received,entries retrieved,unresolved,response received,unverified,https://www.erlanger.org/cms-hpt.txt,,,,,2026-09-09T02:10:33.255Z,identity-or-format-review,native|curl,facility-identity-or-metadata-unresolved,request timeout | mrf-header-does-not-match-unresolved-roster | header-matches-other-roster-hospital,,Compare facility identity and inspect unparsed metadata
440200,STONES RIVER HOSPITAL,TN,not-assessed-not-named-in-file,identity-or-format-review,response received,entries retrieved,unresolved,response received,unverified,https://healthcare.ascension.org/-/media/Healthcare/cms-hpt.txt,,,,,2026-09-09T02:11:30.797Z,identity-or-format-review,native|curl,facility-identity-or-metadata-unresolved,"metadata-incomplete-or-request-failed | HTTP 404 | header-matches-other-roster-hospital | mrf-header-has-no-license-state | request timeout | ambiguous-mrf-header-identity | mrf-header-name-without-location | curl: (28) Operation timed out after 15003 milliseconds with 0 bytes received
 | request deadline exceeded | mrf-header-does-not-match-unresolved-roster | curl: (28) Resolving timed out after 8005 milliseconds
 | curl: (28) Operation timed out after 15012 milliseconds with 0 bytes received
 | curl: (28) Operation timed out after 15016 milliseconds with 0 bytes received
 | curl: (28) Operation timed out after 15001 milliseconds with 0 bytes received
",,Compare facility identity and inspect unparsed metadata
441322,HOUSTON COUNTY COMMUNITY HOSPITAL,TN,not-assessed-not-named-in-file,identity-or-format-review,response received,entries retrieved,unresolved,response received,unverified,https://shamrock.health/cms-hpt.txt,,,,,2026-09-09T02:13:46.012Z,identity-or-format-review,native,facility-identity-or-metadata-unresolved,header-matches-other-roster-hospital,,Compare facility identity and inspect unparsed metadata
441323,BIG SOUTH FORK MEDICAL CENTER,TN,old-template-version,identity-or-format-review,response received,not retrieved,unresolved,response received,unverified,,,,,,2026-09-09T02:13:45.932Z,identity-or-format-review,native,facility-identity-or-metadata-unresolved,metadata-incomplete-or-request-failed | mrf-header-has-no-license-state,,Compare facility identity and inspect unparsed metadata
444010,"PATHWAYS OF TENNESSEE, INC",TN,no-cms-hpt-txt-published,identity-or-format-review,response received,not retrieved,unresolved,response received,unverified,,,,,,2026-09-09T02:11:15.066Z,identity-or-format-review,native,facility-identity-or-metadata-unresolved,header-matches-other-roster-hospital | ambiguous-mrf-header-identity | mrf-header-does-not-match-unresolved-roster | metadata-incomplete-or-request-failed | mrf-header-has-no-license-state,,Compare facility identity and inspect unparsed metadata
450018,UNIVERSITY OF TEXAS MEDICAL BRANCH GALVESTON,TX,compliant-date-unverified,identity-or-format-review,response received,entries retrieved,unresolved,unresolved,unverified,https://www.utmb.edu/cms-hpt.txt,,,,,2026-09-09T02:13:46.448Z,identity-or-format-review,native|curl,retrieval-or-domain-unresolved,"curl: (28) Resolving timed out after 8015 milliseconds
 | metadata-incomplete-or-request-failed | request timeout",,Continue bounded browser or official-domain discovery
450055,ROLLING PLAINS MEMORIAL HOSPITAL,TX,compliant-date-unverified,identity-or-format-review,response received,entries retrieved,corroborated,response received,date-within-365-days-version-3,https://uploads-ssl.webflow.com/61e370c0cff8aef768e7d5cd/65cf8a10fe53011a1331244f_cms-hpt%20(1).txt,https://secure.claraprice.net/price-transparency/NWM3481600293/machine-readable,2026-06-25,3.0.0,,2026-09-09T02:39:14.750Z,identity-or-format-review,native|curl,official-pointer-or-metadata-unresolved,"curl: (28) Resolving timed out after 8011 milliseconds
 | metadata-incomplete-or-request-failed | request timeout",,Resolve official pointer linkage or conflicting metadata
450155,HEREFORD REGIONAL MEDICAL CENTER,TX,pointer-lists-no-mrf-url,identity-or-format-review,response received,not retrieved,unresolved,response received,unverified,,,,,,2026-09-09T02:13:45.652Z,identity-or-format-review,native,facility-identity-or-metadata-unresolved,mrf-header-name-without-location,,Compare facility identity and inspect unparsed metadata
450200,WADLEY REGIONAL MEDICAL CENTER,TX,not-assessed-not-named-in-file,identity-or-format-review,response received,entries retrieved,unresolved,response received,unverified,https://www.christushealth.org/cms-hpt.txt,,,,,2026-09-09T02:10:34.334Z,identity-or-format-review,native|curl,facility-identity-or-metadata-unresolved,request timeout | mrf-header-does-not-match-unresolved-roster | header-matches-other-roster-hospital | metadata-incomplete-or-request-failed | HTTP 404,,Compare facility identity and inspect unparsed metadata
450241,FAITH COMMUNITY HOSPITAL,TX,compliant-date-unverified,identity-or-format-review,response received,entries retrieved,corroborated,response received,date-within-365-days-version-3,https://fchtexas.com/cms-hpt.txt,https://fchtexas.slicedhealth.io/pricer/38-3850788-1790777696_FaithCommunityHospital_standardcharges.CSV,2026-01-29,3.0.0,,2026-09-09T02:30:13.918Z,identity-or-format-review,native,official-pointer-or-metadata-unresolved,metadata-incomplete-or-request-failed | mrf-header-has-no-license-state,,Resolve official pointer linkage or conflicting metadata
450253,BELLVILLE MEDICAL CENTER,TX,not-assessed-not-named-in-file,identity-or-format-review,response received,entries retrieved,unresolved,response received,unverified,https://www.sjhsyr.org/sites/default/files/price-transparency/cms-hpt.txt,,,,,2026-09-09T02:13:46.807Z,identity-or-format-review,native,facility-identity-or-metadata-unresolved,header-matches-other-roster-hospital,,Compare facility identity and inspect unparsed metadata
450399,BROWNFIELD REGIONAL MEDICAL CENTER,TX,compliant-date-unverified,publisher-date-review,response received,entries retrieved,corroborated,response received,date-over-365-days,https://www.brownfield-rmc.org/_functions/getCmsText,https://secure.claraprice.net/price-transparency/KBH1622057832/machine-readable/751227032_brownfield-regional-medical-center_standardcharges.json,2025-05-28,3.0.0,,2026-09-09T02:34:46.638Z,identity-or-format-review,native|curl,,date-over-365-days,,Review the exact declared metadata before publisher inquiry
450489,MEDICAL ARTS HOSPITAL,TX,compliant-date-unverified,identity-or-format-review,response received,entries retrieved,unresolved,response received,unverified,https://medicalartshospital.org/cms-hpt.txt,,,,,2026-09-09T02:13:59.627Z,identity-or-format-review,native|curl,retrieval-or-domain-unresolved,metadata-incomplete-or-request-failed,,Compare facility identity and inspect unparsed metadata
450889,TEXAS INSTITUTE FOR SURGERY AT PRESBYTERIAN HOSPIT,TX,compliant-date-unverified,identity-or-format-review,response received,entries retrieved,unresolved,response received,unverified,https://texasinstituteforsurgery.com/cms-hpt.txt,,,,,2026-09-09T02:13:58.526Z,identity-or-format-review,native,facility-identity-or-metadata-unresolved,metadata-incomplete-or-request-failed | mrf-header-has-no-license-state | mrf-header-does-not-match-unresolved-roster,,Compare facility identity and inspect unparsed metadata
451309,MC CAMEY HOSPITAL,TX,compliant-date-unverified,identity-or-format-review,response received,entries retrieved,unresolved,response received,unverified,https://mccameyhospital.org/cms-hpt.txt,,,,,2026-09-09T02:14:16.317Z,identity-or-format-review,native|curl,facility-identity-or-metadata-unresolved,mrf-header-does-not-match-unresolved-roster,,Compare facility identity and inspect unparsed metadata
451353,CRANE COUNTY HOSPITAL DISTRICT,TX,compliant-date-unverified,identity-or-format-review,response received,entries retrieved,unresolved,response received,unverified,https://www.cranememorial.org/cms-hpt.txt,,,,,2026-09-09T02:14:20.361Z,identity-or-format-review,native|curl|glm-5.3-flash,facility-identity-or-metadata-unresolved,mrf-header-does-not-match-unresolved-roster,,Compare facility identity and inspect unparsed metadata
451373,WARD MEMORIAL HOSPITAL,TX,compliant-date-unverified,publisher-date-review,response received,entries retrieved,corroborated,response received,date-over-365-days,https://www.wardmemorial.com/cms-hpt.txt,https://secure.claraprice.net/price-transparency/VQPK-1746646727450/machine-readable/756001193_ward-memorial-hospital_standardcharges.json,2025-06-13,3.0.0,,2026-09-09T02:38:04.351Z,identity-or-format-review,native|curl,,date-over-365-days,,Review the exact declared metadata before publisher inquiry
451379,CORYELL MEMORIAL HOSPITAL,TX,compliant-date-unverified,identity-or-format-review,response received,not retrieved,unresolved,response received,unverified,https://coryellhealth.org/cms-hpt.txt,,,,,2026-09-09T02:14:33.687Z,identity-or-format-review,native|curl,facility-identity-or-metadata-unresolved,metadata-incomplete-or-request-failed | mrf-header-has-no-license-state | mrf-header-does-not-match-unresolved-roster,,Compare facility identity and inspect unparsed metadata
451396,MID COAST MEDICAL CENTER - CENTRAL,TX,not-assessed-not-named-in-file,identity-or-format-review,response received,entries retrieved,unresolved,response received,unverified,https://www.bswhealth.com/cms-hpt.txt,,,,,2026-09-09T02:14:30.317Z,identity-or-format-review,native|curl,facility-identity-or-metadata-unresolved,"header-matches-other-roster-hospital | mrf-header-name-without-location | mrf-header-does-not-match-unresolved-roster | curl: (28) Resolving timed out after 8006 milliseconds
 | metadata-incomplete-or-request-failed | request timeout | ambiguous-mrf-header-identity",,Compare facility identity and inspect unparsed metadata
453321,DRISCOLL CHILDREN'S HOSPITAL RIO GRANDE VALLEY,TX,old-template-version,identity-or-format-review,response received,entries retrieved,unresolved,response received,unverified,https://driscollchildrens.org/cms-hpt.txt,,,,,2026-09-09T02:14:31.009Z,identity-or-format-review,native|curl,facility-identity-or-metadata-unresolved,mrf-header-name-without-location | header-matches-other-roster-hospital,,Compare facility identity and inspect unparsed metadata
454161,MEDICAL CITY MENTAL HEALTH AND WELLNESS CENTER,TX,mrf-stale-over-365-days,identity-or-format-review,response received,entries retrieved,unresolved,response received,unverified,https://www.medicalcityhealthcare.com/cms-hpt.txt,,,,,2026-09-09T02:14:55.669Z,identity-or-format-review,native|curl,facility-identity-or-metadata-unresolved,header-matches-other-roster-hospital | mrf-header-does-not-match-unresolved-roster,,Compare facility identity and inspect unparsed metadata
461300,INTERMOUNTAIN HEALTH DELTA COMMUNITY HOSPITAL,UT,compliant-date-unverified,identity-or-format-review,response received,entries retrieved,unresolved,response received,unverified,https://intermountainhealthcare.org/sc10media/files/intermountain-health/locations/hospital-prices/price-transparency.txt,,,,,2026-09-09T02:09:23.817Z,identity-or-format-review,native|curl,facility-identity-or-metadata-unresolved,"curl: (28) Operation timed out after 15003 milliseconds with 0 bytes received
 | metadata-incomplete-or-request-failed | request deadline exceeded | curl: (28) Operation timed out after 15011 milliseconds with 0 bytes received
 | request timeout | mrf-header-does-not-match-unresolved-roster | curl: (28) Operation timed out after 15015 milliseconds with 0 bytes received
 | curl: (28) Operation timed out after 15012 milliseconds with 0 bytes received
 | header-matches-other-roster-hospital | mrf-header-name-without-location",,Compare facility identity and inspect unparsed metadata
461301,INTERMOUNTAIN HEALTH FILLMORE COMMUNITY HOSPITAL,UT,compliant-date-unverified,identity-or-format-review,response received,entries retrieved,unresolved,response received,unverified,https://intermountainhealthcare.org/sc10media/files/intermountain-health/locations/hospital-prices/price-transparency.txt,,,,,2026-09-09T02:09:23.817Z,identity-or-format-review,native|curl,facility-identity-or-metadata-unresolved,"curl: (28) Operation timed out after 15011 milliseconds with 0 bytes received
 | metadata-incomplete-or-request-failed | request timeout | curl: (28) Operation timed out after 15003 milliseconds with 0 bytes received
 | request deadline exceeded | mrf-header-does-not-match-unresolved-roster | curl: (28) Operation timed out after 15015 milliseconds with 0 bytes received
 | curl: (28) Operation timed out after 15012 milliseconds with 0 bytes received
 | header-matches-other-roster-hospital | mrf-header-name-without-location",,Compare facility identity and inspect unparsed metadata
461303,INTERMOUNTAIN HEALTH SANPETE VALLEY HOSPITAL,UT,compliant-date-unverified,identity-or-format-review,response received,entries retrieved,unresolved,response received,unverified,https://intermountainhealthcare.org/sc10media/files/intermountain-health/locations/hospital-prices/price-transparency.txt,,,,,2026-09-09T02:09:23.817Z,identity-or-format-review,native|curl,facility-identity-or-metadata-unresolved,"curl: (28) Resolving timed out after 8002 milliseconds
 | metadata-incomplete-or-request-failed | request deadline exceeded | header-matches-other-roster-hospital | request timeout",,Compare facility identity and inspect unparsed metadata
470001,CENTRAL VERMONT MEDICAL CENTER,VT,pointer-blocked-to-automation,identity-or-format-review,response received,entries retrieved,unresolved,response received,unverified,https://www.uvmhealth.org/cms-hpt.txt,,,,,2026-09-09T02:14:53.783Z,identity-or-format-review,native,facility-identity-or-metadata-unresolved,mrf-header-name-without-location | mrf-header-does-not-match-unresolved-roster | header-matches-other-roster-hospital,,Compare facility identity and inspect unparsed metadata
471300,GRACE COTTAGE HOSPITAL,VT,compliant-date-unverified,identity-or-format-review,response received,entries retrieved,unresolved,response received,unverified,https://gracecottage.org/cms-hpt.txt,,,,,2026-09-09T02:14:42.550Z,identity-or-format-review,native|curl,facility-identity-or-metadata-unresolved,mrf-header-name-without-location,,Compare facility identity and inspect unparsed metadata
471306,SPRINGFIELD HOSPITAL,VT,compliant-date-unverified,identity-or-format-review,response received,entries retrieved,unresolved,response received,unverified,https://springfieldhospital.org/cms-hpt.txt,,,,,2026-09-09T02:14:48.497Z,identity-or-format-review,native|curl,facility-identity-or-metadata-unresolved,mrf-header-name-without-location,,Compare facility identity and inspect unparsed metadata
490104,HIRAM W DAVIS MEDICAL CENTER,VA,mrf-stale-over-365-days,identity-or-format-review,response received,entries retrieved,unresolved,response received,unverified,https://dbhds.virginia.gov/cms-hpt.txt,,,,,2026-09-09T02:11:16.591Z,identity-or-format-review,native,facility-identity-or-metadata-unresolved,mrf-header-name-without-location | mrf-header-does-not-match-unresolved-roster | metadata-incomplete-or-request-failed | mrf-header-has-no-license-state | HTTP 404 | header-matches-other-roster-hospital,,Compare facility identity and inspect unparsed metadata
494021,WESTERN STATE HOSPITAL,VA,mrf-stale-over-365-days,identity-or-format-review,response received,not retrieved,unresolved,response received,unverified,https://dbhds.virginia.gov/cms-hpt.txt,,,,,2026-09-09T02:14:56.092Z,identity-or-format-review,native|curl,facility-identity-or-metadata-unresolved,mrf-header-does-not-match-unresolved-roster | mrf-header-name-without-location | metadata-incomplete-or-request-failed | mrf-header-has-no-license-state | HTTP 404 | header-matches-other-roster-hospital,,Compare facility identity and inspect unparsed metadata
494029,SOUTHWESTERN VIRGINIA MENTAL HEALTH INSTITUTE,VA,mrf-stale-over-365-days,identity-or-format-review,response received,entries retrieved,unresolved,response received,unverified,https://dbhds.virginia.gov/cms-hpt.txt,,,,,2026-09-09T02:11:16.591Z,identity-or-format-review,native,facility-identity-or-metadata-unresolved,mrf-header-name-without-location | header-matches-other-roster-hospital | mrf-header-does-not-match-unresolved-roster | metadata-incomplete-or-request-failed | mrf-header-has-no-license-state | HTTP 404,,Compare facility identity and inspect unparsed metadata
500044,DEACONESS MEDICAL CENTER,WA,not-assessed-not-named-in-file,identity-or-format-review,response received,entries retrieved,unresolved,response received,unverified,https://www.multicare.org/cms-hpt.txt,,,,,2026-09-09T02:14:56.558Z,identity-or-format-review,native|curl,facility-identity-or-metadata-unresolved,mrf-header-does-not-match-unresolved-roster | mrf-header-name-without-location | header-matches-other-roster-hospital,,Compare facility identity and inspect unparsed metadata
501316,KLICKITAT VALLEY HOSPITAL,WA,mrf-stale-over-365-days,identity-or-format-review,response received,entries retrieved,corroborated,response received,date-within-365-days-version-3,https://kvhealth.net/cms-hpt.txt,https://klickitat.pt.panaceainc.com/MRFDownload/klickitat/klickitat,2026-03-31,3.0.0,,2026-09-09T02:30:28.826Z,identity-or-format-review,native|curl|glm-5.3-flash,official-pointer-or-metadata-unresolved,mrf-header-does-not-match-unresolved-roster,,Resolve official pointer linkage or conflicting metadata
520021,FROEDTERT SOUTH INC.,WI,not-assessed-not-named-in-file,identity-or-format-review,response received,not retrieved,unresolved,response received,unverified,https://www.froedtert.com/sites/default/files/upload/docs/patients-visitors/cms-hpt.txt,,,,,2026-09-09T02:15:29.675Z,identity-or-format-review,native|curl,facility-identity-or-metadata-unresolved,header-matches-other-roster-hospital | mrf-header-does-not-match-unresolved-roster | request timeout | mrf-header-name-without-location,,Compare facility identity and inspect unparsed metadata
520103,COMMUNITY MEMORIAL HOSPITAL,WI,not-assessed-not-named-in-file,identity-or-format-review,response received,not retrieved,unresolved,response received,unverified,https://www.froedtert.com/sites/default/files/upload/docs/patients-visitors/cms-hpt.txt,,,,,2026-09-09T02:15:29.675Z,identity-or-format-review,native|curl,facility-identity-or-metadata-unresolved,header-matches-other-roster-hospital | mrf-header-does-not-match-unresolved-roster | request timeout | mrf-header-name-without-location,,Compare facility identity and inspect unparsed metadata
521307,CHIPPEWA VALLEY HOSPITAL,WI,not-assessed-not-named-in-file,identity-or-format-review,response received,entries retrieved,unresolved,response received,unverified,https://www.adventhealth.com/cms-hpt.txt,,,,,2026-09-09T02:12:07.529Z,identity-or-format-review,native|curl,facility-identity-or-metadata-unresolved,"curl: (28) Resolving timed out after 8009 milliseconds
 | metadata-incomplete-or-request-failed | request deadline exceeded | curl: (28) Operation timed out after 11553 milliseconds with 0 bytes received
 | request timeout | header-matches-other-roster-hospital",,Compare facility identity and inspect unparsed metadata
521324,"ASPIRUS MEDFORD HOSPITAL & CLINICS, INC",WI,mrf-stale-over-365-days,identity-or-format-review,response received,entries retrieved,unresolved,response received,unverified,https://www.aspirus.org/cms-hpt.txt,,,,,2026-09-09T02:10:59.564Z,identity-or-format-review,native,facility-identity-or-metadata-unresolved,mrf-header-does-not-match-unresolved-roster,,Compare facility identity and inspect unparsed metadata
521335,HUDSON HOSPITAL,WI,not-assessed-not-named-in-file,identity-or-format-review,response received,entries retrieved,unresolved,response received,unverified,https://www.healthpartners.com/cms-hpt.txt,,,,,2026-09-09T02:12:33.935Z,identity-or-format-review,native,facility-identity-or-metadata-unresolved,mrf-header-does-not-match-unresolved-roster,,Compare facility identity and inspect unparsed metadata
521350,LANGLADE HOSPITAL,WI,mrf-stale-over-365-days,identity-or-format-review,response received,entries retrieved,unresolved,response received,unverified,https://www.aspirus.org/cms-hpt.txt,,,,,2026-09-09T02:10:59.564Z,identity-or-format-review,native,facility-identity-or-metadata-unresolved,mrf-header-does-not-match-unresolved-roster,,Compare facility identity and inspect unparsed metadata
670006,THE HOSPITAL AT WESTLAKE MEDICAL CENTER,TX,mrf-stale-over-365-days,identity-or-format-review,response received,not retrieved,unresolved,response received,unverified,https://www.westlakemedical.com/cms-hpt.txt,,,,,2026-09-09T02:15:30.029Z,identity-or-format-review,native|curl|glm-5.3-flash,facility-identity-or-metadata-unresolved,mrf-header-name-without-location | metadata-incomplete-or-request-failed | mrf-header-has-no-license-state,,Compare facility identity and inspect unparsed metadata
670056,ASCENSION  SETON HAYS,TX,compliant-date-unverified,identity-or-format-review,response received,entries retrieved,unresolved,response received,unverified,https://healthcare.ascension.org/-/media/Healthcare/cms-hpt.txt,,,,,2026-09-09T02:11:30.797Z,identity-or-format-review,native|curl,facility-identity-or-metadata-unresolved,"metadata-incomplete-or-request-failed | mrf-header-has-no-license-state | header-matches-other-roster-hospital | mrf-header-name-without-location | request deadline exceeded | request timeout | ambiguous-mrf-header-identity | curl: (28) Operation timed out after 15003 milliseconds with 0 bytes received
 | mrf-header-does-not-match-unresolved-roster | curl: (28) Resolving timed out after 8005 milliseconds
 | curl: (28) Operation timed out after 15012 milliseconds with 0 bytes received
 | curl: (28) Operation timed out after 15016 milliseconds with 0 bytes received
 | curl: (28) Operation timed out after 15001 milliseconds with 0 bytes received
",,Compare facility identity and inspect unparsed metadata
